accession	ambiguous_bases	checkm2_completeness	checkm2_contamination	checkm2_model	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	gtdb_taxonomy	gtdb_type_designation_ncbi_taxa	gtdb_type_designation_ncbi_taxa_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count	original_gcf	search_accession
GB_GCA_030841945.1	0	93.71	1.43	Specific	97.55	0.77	427	o__Bacteroidales (UID2621)	260	33.33	3856933	91.69317224660732	304	1916994	45.573843527412265	4206347	RS_GCF_000012845.1	f	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	not type material	none	f	65	65	71173	71173	none	0	none	none	none	0	none	none	none	none	none	none	none	none	13836	13836	f	f	t	19704	19704	Contig	ASM3084194v1	na	PRJNA970820	SAMN36703803	304	19704	USA	2023-08-18	GCA_030841945.1	derived from metagenome	full	N1171.13	feces	none	0	none	Parabacteroides distasonis	none	na	none	none	none	none	none	none	2023/08/18	0	823	none	N1171.13	University of Illinois at Urbana Champaign	823	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	d__Bacteria;x__FCB group;x__Bacteroidota/Chlorobiota group;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	0	4206347	none	none	na	4206347	0	JAUUSL000000000.1	3592	304	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	16	35	0		GCA_030841945.1
GB_GCA_008680675.1	0	99.99	0.69	Specific	99.42	0.19	427	o__Bacteroidales (UID2621)	260	0.0	4477046	90.2183151978314	6	2241293	45.1649767111379	4962458	RS_GCF_000012845.1	f	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	not type material	none	f	2	2	1784049	1784049	992612	9	2869	NAKS01000006.1-#2	711997	8	107	NAKS01000004.1-#2	2799	5035	0	99.107	CDRG01001560.418.3216	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides distasonis	827076	827076	t	f	f	1062471	1062471	Contig	ASM868067v1	na	PRJNA362284	SAMN06546831	6	1062471	none	2019-09-23	GCA_008680675.1	derived from metagenome	full	LMAG:27	Human feces	none	0	none	Parabacteroides distasonis	none	na	none	none	none	none	none	none	2019/09/23	0	823	none	LMAG:27	The University of Tokyo	823	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	d__Bacteria;x__FCB group;x__Bacteroidota/Chlorobiota group;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	0	4962458	none	none	na	4962458	0	NAKS00000000.1	4115	6	1784049	8	none	none	none	none	none	none	1522	NAKS01000002.1	1522	2761	0	99.409	CP022754.4526807.4528346	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides sp. CT06	0	19	83	0		GCA_008680675.1
GB_GCA_958427815.1	0	98.16	1.94	Specific	98.52	0.09	427	o__Bacteroidales (UID2621)	260	50.0	4216286	91.46964567895984	130	2078837	45.09904779094963	4609492	RS_GCF_000012845.1	f	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	not type material	none	f	29	29	179811	179811	none	0	none	none	none	0	none	none	none	none	none	none	none	none	35457	35457	f	f	t	51590	51590	Contig	ERR9762699_bin.64_MetaWRAP_v1.3_MAG	na	PRJEB62824	SAMEA114064404	130	51590	none	2023-07-19	GCA_958427815.1	derived from metagenome	full	ERR9762699_bin.64_MetaWRAP_v1.3_MAG	human feces metagenome	none	0	none	Parabacteroides distasonis	none	na	none	none	none	none	none	none	2023/07/19	0	823	none	ERR9762699_bin.64_MetaWRAP_v1.3_MAG	EMG	823	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	d__Bacteria;x__FCB group;x__Bacteroidota/Chlorobiota group;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	0	4609492	none	none	na	4609492	0	CAUADP000000000.1	3844	130	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	17	47	0		GCA_958427815.1
GB_GCA_030842445.1	0	99.99	0.92	Specific	99.42	0.0	427	o__Bacteroidales (UID2621)	260	0.0	4341231	91.34285793038325	46	2136519	44.9540122335265	4752677	RS_GCF_000012845.1	f	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	not type material	none	f	10	10	501805	501805	166767	1	1082	JAUURM010000010.1	166767	2	106	JAUURM010000010.1	1082	1999	0	100	CP022754.1216505.1219383	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides sp. CT06	103319	103319	f	f	t	166767	166767	Contig	ASM3084244v1	na	PRJNA970820	SAMN36703778	46	166767	USA	2023-08-18	GCA_030842445.1	derived from metagenome	full	N1170.16	feces	none	0	none	Parabacteroides distasonis	none	na	none	none	none	none	none	none	2023/08/18	0	823	none	N1170.16	University of Illinois at Urbana Champaign	823	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	d__Bacteria;x__FCB group;x__Bacteroidota/Chlorobiota group;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	0	4752677	none	none	na	4752677	0	JAUURM000000000.1	3987	46	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	18	62	0		GCA_030842445.1
GB_GCA_022771305.1	0	99.86	1.04	Specific	98.65	0.77	427	o__Bacteroidales (UID2621)	260	0.0	4237291	91.02863456328484	55	2105220	45.22590071234628	4654899	RS_GCF_000012845.1	f	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	not type material	none	f	11	11	353303	353303	none	0	none	none	15830	3	106	JALFBZ010000023.1	none	none	none	none	none	none	84634	84634	f	f	t	156640	156640	Contig	ASM2277130v1	na	PRJNA629856	SAMN26525766	55	156640	Canada: Lacombe	2022-03-31	GCA_022771305.1	derived from metagenome	full	SUG542	feces	52.4685 N 113.7307 W	0	0	Parabacteroides distasonis	none	na	9	none	none	none	none	none	2022/03/31	0	823	2	SUG542	AAFC	823	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	d__Bacteria;x__FCB group;x__Bacteroidota/Chlorobiota group;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	0	4654899	11	66	na	4654899	0	JALFBZ000000000.1	3852	55	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	19	66	0		GCA_022771305.1
GB_GCA_958440685.1	0	99.92	0.04	Specific	99.42	0.0	427	o__Bacteroidales (UID2621)	260	0.0	4194744	91.17625195133434	51	2074801	45.09752650576065	4600698	RS_GCF_000012845.1	f	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	not type material	none	f	13	13	352650	352650	none	0	none	none	none	0	none	none	none	none	none	none	none	none	90209	90209	f	f	t	139873	139873	Contig	ERR4918969_bin.9_MetaWRAP_v1.3_MAG	na	PRJEB62692	SAMEA114062652	51	139873	none	2023-07-19	GCA_958440685.1	derived from metagenome	full	ERR4918969_bin.9_MetaWRAP_v1.3_MAG	human feces metagenome	none	0	none	Parabacteroides distasonis	none	na	none	none	none	none	none	none	2023/07/19	0	823	none	ERR4918969_bin.9_MetaWRAP_v1.3_MAG	EMG	823	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	d__Bacteria;x__FCB group;x__Bacteroidota/Chlorobiota group;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	0	4600698	none	none	na	4600698	0	CAUCAE000000000.1	3801	51	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	19	60	0		GCA_958440685.1
GB_GCA_022776965.1	0	99.83	0.26	Specific	97.31	0.0	427	o__Bacteroidales (UID2621)	260	0.0	4182707	91.13673974313022	44	2077067	45.25708222164361	4589485	RS_GCF_000012845.1	f	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	not type material	none	f	10	10	386804	386804	none	0	none	none	321349	4	107	JALFGY010000042.1	none	none	none	none	none	none	104306	104306	f	f	t	164256	164256	Contig	ASM2277696v1	na	PRJNA629856	SAMN26525895	44	164256	Canada: Lacombe	2022-04-01	GCA_022776965.1	derived from metagenome	full	SUG671	feces	52.4685 N 113.7307 W	0	0	Parabacteroides distasonis	none	na	8	none	none	none	none	none	2022/04/01	0	823	2	SUG671	AAFC	823	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	d__Bacteria;x__FCB group;x__Bacteroidota/Chlorobiota group;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	0	4589485	11	64	na	4589485	0	JALFGY000000000.1	3796	44	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	19	65	0		GCA_022776965.1
GB_GCA_958422645.1	0	88.22	1.27	Specific	91.81	0.83	427	o__Bacteroidales (UID2621)	260	25.0	3767790	91.7307921254172	453	1884024	45.8685367027613	4107443	RS_GCF_000012845.1	f	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	not type material	none	f	104	104	71665	71665	none	0	none	none	none	0	none	none	none	none	none	none	none	none	9067	9067	f	f	t	12374	12374	Contig	ERR9762696_bin.1_MetaWRAP_v1.3_MAG	na	PRJEB62824	SAMEA114064357	453	12374	none	2023-07-19	GCA_958422645.1	derived from metagenome	full	ERR9762696_bin.1_MetaWRAP_v1.3_MAG	human feces metagenome	none	0	none	Parabacteroides distasonis	none	na	none	none	none	none	none	none	2023/07/19	0	823	none	ERR9762696_bin.1_MetaWRAP_v1.3_MAG	EMG	823	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	d__Bacteria;x__FCB group;x__Bacteroidota/Chlorobiota group;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	0	4107443	none	none	na	4107443	0	CATZPJ000000000.1	3648	453	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	15	31	0		GCA_958422645.1
GB_GCA_030844705.1	0	99.25	0.85	Specific	97.7	0.77	427	o__Bacteroidales (UID2621)	260	0.0	4193053	91.41622723262182	49	2079761	45.34259504126105	4586771	RS_GCF_000012845.1	f	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	not type material	none	f	10	10	519429	519429	none	0	none	none	none	0	none	none	none	none	none	none	none	none	93607	93607	f	f	t	134207	134207	Contig	ASM3084470v1	na	PRJNA970820	SAMN36703664	49	134207	USA	2023-08-18	GCA_030844705.1	derived from metagenome	full	N1157.2	feces	none	0	none	Parabacteroides distasonis	none	na	none	none	none	none	none	none	2023/08/18	0	823	none	N1157.2	University of Illinois at Urbana Champaign	823	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	d__Bacteria;x__FCB group;x__Bacteroidota/Chlorobiota group;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	0	4586771	none	none	na	4586771	0	JAUUNC000000000.1	3805	49	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	16	53	0		GCA_030844705.1
GB_GCA_958413795.1	0	100.0	0.77	Specific	99.42	0.0	427	o__Bacteroidales (UID2621)	260	0.0	4534266	91.62647045391442	48	2230648	45.07596225388703	4948642	RS_GCF_000012845.1	f	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	not type material	none	f	10	10	356625	356625	203632	1	303	CATYVK010000008.1	203632	1	106	CATYVK010000008.1	303	560	3.03e-158	100	AGZN01000026.1.2521	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides distasonis CL09T03C24	103096	103096	f	f	t	192556	192556	Contig	ERR9578301_bin.6_MetaWRAP_v1.3_MAG	na	PRJEB62820	SAMEA114063546	48	192556	none	2023-07-19	GCA_958413795.1	derived from metagenome	full	ERR9578301_bin.6_MetaWRAP_v1.3_MAG	human feces metagenome	none	0	none	Parabacteroides distasonis	none	na	none	none	none	none	none	none	2023/07/19	0	823	none	ERR9578301_bin.6_MetaWRAP_v1.3_MAG	EMG	823	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	d__Bacteria;x__FCB group;x__Bacteroidota/Chlorobiota group;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	0	4948642	none	none	na	4948642	0	CATYVK000000000.1	4084	48	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	18	60	0		GCA_958413795.1
GB_GCA_022774455.1	0	99.84	1.23	Specific	99.04	0.38	427	o__Bacteroidales (UID2621)	260	0.0	4238566	91.3950087479952	60	2086700	44.994926292156734	4637634	RS_GCF_000012845.1	f	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	not type material	none	f	13	13	334206	334206	none	0	none	none	252235	2	106	JALFMD010000051.1	none	none	none	none	none	none	77293	77293	f	f	t	118041	118041	Contig	ASM2277445v1	na	PRJNA629856	SAMN26526030	60	118041	Canada: Lacombe	2022-04-01	GCA_022774455.1	derived from metagenome	full	SUG806	feces	52.4685 N 113.7307 W	0	0	Parabacteroides distasonis	none	na	5	none	none	none	none	none	2022/04/01	0	823	1	SUG806	AAFC	823	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	d__Bacteria;x__FCB group;x__Bacteroidota/Chlorobiota group;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	0	4637634	11	65	na	4637634	0	JALFMD000000000.1	3831	60	14124	1	none	none	none	none	none	none	268	JALFMD010000039.1	268	496	8.51e-139	100	CP022754.3060410.3061949	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides sp. CT06	0	19	65	0		GCA_022774455.1
GB_GCA_959028115.1	0	99.98	0.51	Specific	99.42	0.13	427	o__Bacteroidales (UID2621)	260	0.0	4306905	91.44876770757492	54	2122468	45.06648813910712	4709637	RS_GCF_000012845.1	f	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	not type material	none	f	12	12	389966	389966	none	0	none	none	none	0	none	none	none	none	none	none	none	none	87215	87215	f	f	t	134931	134931	Contig	ERR10149225_bin.6_MetaWRAP_v1.3_MAG	na	PRJEB63310	SAMEA114096085	54	134931	none	2023-07-21	GCA_959028115.1	derived from metagenome	full	ERR10149225_bin.6_MetaWRAP_v1.3_MAG	human feces metagenome	none	0	none	Parabacteroides distasonis	none	na	none	none	none	none	none	none	2023/07/21	0	823	none	ERR10149225_bin.6_MetaWRAP_v1.3_MAG	EMG	823	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	d__Bacteria;x__FCB group;x__Bacteroidota/Chlorobiota group;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	0	4709637	none	none	na	4709637	0	CAUFQX000000000.1	3920	54	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	18	52	0		GCA_959028115.1
GB_GCA_958416885.1	0	99.98	1.32	Specific	99.42	0.0	427	o__Bacteroidales (UID2621)	260	0.0	4294833	91.30065443537544	58	2117642	45.01737330877296	4704055	RS_GCF_000012845.1	f	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	not type material	none	f	14	14	259456	259456	none	0	none	none	none	0	none	none	none	none	none	none	none	none	81104	81104	f	f	t	118611	118611	Contig	ERR9354025_bin.52_MetaWRAP_v1.3_MAG	na	PRJEB62838	SAMEA114061150	58	118611	none	2023-07-19	GCA_958416885.1	derived from metagenome	full	ERR9354025_bin.52_MetaWRAP_v1.3_MAG	human feces metagenome	none	0	none	Parabacteroides distasonis	none	na	none	none	none	none	none	none	2023/07/19	0	823	none	ERR9354025_bin.52_MetaWRAP_v1.3_MAG	EMG	823	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	d__Bacteria;x__FCB group;x__Bacteroidota/Chlorobiota group;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	0	4704055	none	none	na	4704055	0	CATZCB000000000.1	3878	58	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	18	58	0		GCA_958416885.1
GB_GCA_030839525.1	0	92.17	1.68	Specific	97.93	1.73	427	o__Bacteroidales (UID2621)	260	66.67	4134150	91.60917849004124	417	2037512	45.14949880473638	4512812	RS_GCF_000012845.1	f	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	not type material	none	f	92	92	62158	62158	none	0	none	none	none	0	none	none	none	none	none	none	none	none	10822	10822	f	f	t	15103	15103	Contig	ASM3083952v1	na	PRJNA970820	SAMN36703641	417	15103	USA	2023-08-18	GCA_030839525.1	derived from metagenome	full	N1155.19	feces	none	0	none	Parabacteroides distasonis	none	na	none	none	none	none	none	none	2023/08/18	0	823	none	N1155.19	University of Illinois at Urbana Champaign	823	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	d__Bacteria;x__FCB group;x__Bacteroidota/Chlorobiota group;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	0	4512812	none	none	na	4512812	0	JAUUMF000000000.1	3965	417	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	16	26	0		GCA_030839525.1
GB_GCA_030844325.1	0	83.12	0.91	Specific	96.35	1.86	427	o__Bacteroidales (UID2621)	260	55.56	3793531	91.6015790065916	398	1892753	45.70390052683456	4141338	RS_GCF_000012845.1	f	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	not type material	none	f	85	85	54336	54336	none	0	none	none	none	0	none	none	none	none	none	none	none	none	10405	10405	f	f	t	15001	15001	Contig	ASM3084432v1	na	PRJNA970820	SAMN36703684	398	15001	USA	2023-08-18	GCA_030844325.1	derived from metagenome	full	N1158.8	feces	none	0	none	Parabacteroides distasonis	none	na	none	none	none	none	none	none	2023/08/18	0	823	none	N1158.8	University of Illinois at Urbana Champaign	823	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	d__Bacteria;x__FCB group;x__Bacteroidota/Chlorobiota group;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	0	4141338	none	none	na	4141338	0	JAUUNW000000000.1	3628	398	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	16	36	0		GCA_030844325.1
GB_GCA_958404515.1	0	99.99	0.93	Specific	99.42	0.0	427	o__Bacteroidales (UID2621)	260	0.0	4644849	91.06654249583374	61	2290864	44.91449857857073	5100500	RS_GCF_000012845.1	f	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	not type material	none	f	12	12	442001	442001	none	0	none	none	none	0	none	none	none	none	none	none	none	none	83614	83614	f	f	t	125330	125330	Contig	ERR9492504_bin.8_MetaWRAP_v1.3_MAG	na	PRJEB62821	SAMEA114063890	61	125330	none	2023-07-19	GCA_958404515.1	derived from metagenome	full	ERR9492504_bin.8_MetaWRAP_v1.3_MAG	human feces metagenome	none	0	none	Parabacteroides distasonis	none	na	none	none	none	none	none	none	2023/07/19	0	823	none	ERR9492504_bin.8_MetaWRAP_v1.3_MAG	EMG	823	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	d__Bacteria;x__FCB group;x__Bacteroidota/Chlorobiota group;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	0	5100500	none	none	na	5100500	0	CATYBK000000000.1	4209	61	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	19	56	0		GCA_958404515.1
GB_GCA_958432605.1	0	99.93	0.87	Specific	99.04	0.0	427	o__Bacteroidales (UID2621)	260	0.0	4067075	91.30896975656628	73	2015315	45.2453757024285	4454190	RS_GCF_000012845.1	f	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	not type material	none	f	16	16	285607	285607	none	0	none	none	none	0	none	none	none	none	none	none	none	none	61016	61016	f	f	t	93799	93799	Contig	SRR22541667_bin.32_MetaWRAP_v1.3_MAG	na	PRJEB63158	SAMEA114065207	73	93799	none	2023-07-19	GCA_958432605.1	derived from metagenome	full	SRR22541667_bin.32_MetaWRAP_v1.3_MAG	human feces metagenome	none	0	none	Parabacteroides distasonis	none	na	none	none	none	none	none	none	2023/07/19	0	823	none	SRR22541667_bin.32_MetaWRAP_v1.3_MAG	EMG	823	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	d__Bacteria;x__FCB group;x__Bacteroidota/Chlorobiota group;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	0	4454190	none	none	na	4454190	0	CAUAVI000000000.1	3715	73	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	19	62	0		GCA_958432605.1
GB_GCA_015060925.1	0	88.01	0.0	Specific	92.88	0.0	427	o__Bacteroidales (UID2621)	260	0.0	2342940	92.24812427947764	41	991871	39.05274538708194	2539824	GB_GCA_015060925.1	t	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis_B	not type material	none	f	9	9	239552	239552	none	0	none	none	121307	3	105	SUXM01000005.1	none	none	none	none	none	none	61946	61946	f	f	t	102430	102430	Contig	ASM1506092v1	na	PRJNA530070	SAMN11294409	41	102430	USA: Santa Barbara Zoo	2020-10-28	GCA_015060925.1	derived from metagenome	full	SIG124	feces	34.4149 N 119.841 W	0	0	Parabacteroides distasonis	none	na	5	none	none	none	none	none	2020/10/28	0	823	0	SIG124	University of California, Santa Barbara	823	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	d__Bacteria;x__FCB group;x__Bacteroidota/Chlorobiota group;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	0	2539824	11	54	na	2539824	0	SUXM00000000.1	2137	41	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	18	54	0		GCA_015060925.1
