module_id	genome	completion
module_561	GCF_003475725.1_ASM347572v1_genomic	1.0
module_561	GCF_003468915.1_ASM346891v1_genomic	1.0
module_561	GCA_958447325.1_ERR4316497_bin.13_MetaWRAP_v1.3_MAG_genomic	1.0
module_650	GCF_018288975.1_ASM1828897v1_genomic	1.0
module_650	GCF_018292145.1_ASM1829214v1_genomic	1.0
module_650	GCF_019733675.1_ASM1973367v1_genomic	1.0
module_650	GCF_018784125.1_ASM1878412v1_genomic	1.0
module_650	GCF_003471825.1_ASM347182v1_genomic	1.0
module_132	EHA01634_bin.14	1.0
module_132	EHA03161_bin.52	1.0
module_132	GCA_008679655.1_ASM867965v1_genomic	0.62
module_132	GCA_958445425.1_ERR9610044_bin.23_MetaWRAP_v1.3_MAG_genomic	1.0
module_132	GCF_012843465.1_ASM1284346v1_genomic	0.88
module_132	EHA01845_bin.103	1.0
module_132	GCA_025757725.1_ASM2575772v1_genomic	1.0
module_132	EHA01281_bin.18	1.0
module_132	EHA03349_bin.40	1.0
module_132	GCA_030844705.1_ASM3084470v1_genomic	1.0
module_132	EHA00539_bin.6	0.12
module_132	GCA_030839725.1_ASM3083972v1_genomic	1.0
module_132	GCF_001406015.1_14207_7_71_genomic	0.62
module_132	GCF_001405775.1_13414_6_6_genomic	1.0
module_132	GCF_029369685.1_ASM2936968v1_genomic	0.75
module_132	GCA_022771305.1_ASM2277130v1_genomic	1.0
module_132	GCF_003459965.1_ASM345996v1_genomic	0.75
module_132	GCF_020687325.1_ASM2068732v1_genomic	1.0
module_132	GCF_003469775.1_ASM346977v1_genomic	1.0
module_132	GCA_958447325.1_ERR4316497_bin.13_MetaWRAP_v1.3_MAG_genomic	1.0
module_132	GCA_008680675.1_ASM868067v1_genomic	1.0
module_132	GCA_030844325.1_ASM3084432v1_genomic	1.0
module_132	GCF_018288975.1_ASM1828897v1_genomic	1.0
module_132	GCA_030842705.1_ASM3084270v1_genomic	0.5
module_132	EHA03390_bin.20	1.0
module_132	EHA05111_bin.128	1.0
module_148	GCA_008679655.1_ASM867965v1_genomic	1.0
module_148	GCF_018784195.1_ASM1878419v1_genomic	0.1
module_148	GCA_003464145.1_ASM346414v1_genomic	1.0
module_148	GCF_012843465.1_ASM1284346v1_genomic	1.0
module_148	GCF_003475725.1_ASM347572v1_genomic	1.0
module_148	GCF_018289335.1_ASM1828933v1_genomic	1.0
module_148	GCF_003471825.1_ASM347182v1_genomic	1.0
module_148	GCA_959023275.1_DRR221348_bin.3_MetaWRAP_v1.3_MAG_genomic	0.1
module_148	GCF_003439415.1_ASM343941v1_genomic	1.0
module_148	GCF_003467575.1_ASM346757v1_genomic	1.0
module_148	GCF_003469715.1_ASM346971v1_genomic	1.0
module_148	GCF_003472045.1_ASM347204v1_genomic	1.0
module_148	GCF_001405775.1_13414_6_6_genomic	1.0
module_148	GCF_029369685.1_ASM2936968v1_genomic	1.0
module_148	GCF_003468605.1_ASM346860v1_genomic	0.8
module_148	GCA_008679285.1_ASM867928v1_genomic	1.0
module_148	GCF_003459965.1_ASM345996v1_genomic	1.0
module_148	GCF_020687325.1_ASM2068732v1_genomic	1.0
module_148	GCF_003469775.1_ASM346977v1_genomic	1.0
module_148	GCF_003437495.1_ASM343749v1_genomic	1.0
module_148	GCF_003469235.1_ASM346923v1_genomic	1.0
module_148	EHA04680_bin.8	0.1
module_148	EHA03376_bin.12	1.0
module_148	GCF_003474765.1_ASM347476v1_genomic	1.0
module_148	EHA00726_bin.13	1.0
module_148	GCF_018292145.1_ASM1829214v1_genomic	0.5
module_148	GCF_001405935.1_13414_6_56_genomic	1.0
module_148	GCF_019733675.1_ASM1973367v1_genomic	1.0
module_221	GCA_008679655.1_ASM867965v1_genomic	1.0
module_221	GCA_959026225.1_SRR13494490_bin.7_MetaWRAP_v1.3_MAG_genomic	1.0
module_221	EHA01845_bin.103	1.0
module_221	GCF_003475725.1_ASM347572v1_genomic	1.0
module_221	GCF_003468915.1_ASM346891v1_genomic	1.0
module_221	GCA_959023275.1_DRR221348_bin.3_MetaWRAP_v1.3_MAG_genomic	1.0
module_221	GCA_025757725.1_ASM2575772v1_genomic	1.0
module_221	EHA01281_bin.18	1.0
module_221	GCF_003467575.1_ASM346757v1_genomic	1.0
module_221	EHA01439_bin.44	0.67
module_221	GCA_022776965.1_ASM2277696v1_genomic	1.0
module_221	GCF_003472045.1_ASM347204v1_genomic	1.0
module_221	GCF_001405775.1_13414_6_6_genomic	1.0
module_221	GCF_029369685.1_ASM2936968v1_genomic	1.0
module_221	GCA_030843875.1_ASM3084387v1_genomic	0.67
module_221	GCA_959606485.1_SRR16244384_bin.5_MetaWRAP_v1.3_MAG_genomic	1.0
module_221	GCF_003468605.1_ASM346860v1_genomic	1.0
module_221	GCF_003459965.1_ASM345996v1_genomic	1.0
module_221	GCA_022784765.1_ASM2278476v1_genomic	1.0
module_221	GCA_958447325.1_ERR4316497_bin.13_MetaWRAP_v1.3_MAG_genomic	1.0
module_221	GCF_003469235.1_ASM346923v1_genomic	1.0
module_221	EHA03376_bin.12	1.0
module_221	GCA_958416885.1_ERR9354025_bin.52_MetaWRAP_v1.3_MAG_genomic	1.0
module_221	GCF_003474765.1_ASM347476v1_genomic	1.0
module_221	GCA_008680675.1_ASM868067v1_genomic	1.0
module_221	GCA_030839525.1_ASM3083952v1_genomic	1.0
module_221	GCF_018288975.1_ASM1828897v1_genomic	1.0
module_221	GCA_030842705.1_ASM3084270v1_genomic	0.67
module_221	GCF_001405935.1_13414_6_56_genomic	1.0
module_221	GCF_019733675.1_ASM1973367v1_genomic	1.0
module_221	EHA05111_bin.128	1.0
module_44	GCF_022835355.1_ASM2283535v1_genomic	1.0
module_44	GCA_958440685.1_ERR4918969_bin.9_MetaWRAP_v1.3_MAG_genomic	1.0
module_44	GCA_958422645.1_ERR9762696_bin.1_MetaWRAP_v1.3_MAG_genomic	0.4
module_44	GCA_003464145.1_ASM346414v1_genomic	1.0
module_44	GCA_958413795.1_ERR9578301_bin.6_MetaWRAP_v1.3_MAG_genomic	1.0
module_44	GCF_012843465.1_ASM1284346v1_genomic	1.0
module_44	GCF_003471825.1_ASM347182v1_genomic	1.0
module_44	GCA_958435695.1_SRR18940298_bin.11_MetaWRAP_v1.3_MAG_genomic	1.0
module_44	GCA_958427815.1_ERR9762699_bin.64_MetaWRAP_v1.3_MAG_genomic	1.0
module_44	GCA_030839725.1_ASM3083972v1_genomic	1.0
module_44	GCF_001405775.1_13414_6_6_genomic	0.8
module_44	GCA_030843875.1_ASM3084387v1_genomic	0.8
module_44	EHA01958_bin.190	1.0
module_44	GCA_959606485.1_SRR16244384_bin.5_MetaWRAP_v1.3_MAG_genomic	1.0
module_44	GCF_003468605.1_ASM346860v1_genomic	1.0
module_44	GCF_022835335.1_ASM2283533v1_genomic	1.0
module_44	GCA_022774455.1_ASM2277445v1_genomic	1.0
module_44	GCA_030841945.1_ASM3084194v1_genomic	0.8
module_44	GCA_020809955.1_ASM2080995v1_genomic	1.0
module_44	EHA03376_bin.12	0.2
module_44	GCA_008680675.1_ASM868067v1_genomic	1.0
module_44	EHA00726_bin.13	1.0
module_44	GCA_014870645.1_ASM1487064v1_genomic	1.0
module_44	GCF_018292145.1_ASM1829214v1_genomic	1.0
module_44	EHA00531_bin.1	1.0
module_44	GCF_019733675.1_ASM1973367v1_genomic	0.8
module_44	EHA01634_bin.14	1.0
module_44	EHA03161_bin.52	1.0
module_44	GCA_030842445.1_ASM3084244v1_genomic	1.0
module_44	GCF_018784195.1_ASM1878419v1_genomic	1.0
module_44	GCF_003475725.1_ASM347572v1_genomic	1.0
module_44	GCF_018289335.1_ASM1828933v1_genomic	1.0
module_44	GCF_018784125.1_ASM1878412v1_genomic	0.6
module_44	GCF_003468915.1_ASM346891v1_genomic	1.0
module_44	GCA_025757725.1_ASM2575772v1_genomic	1.0
module_44	EHA01281_bin.18	0.8
module_44	GCF_003464475.1_ASM346447v1_genomic	1.0
module_44	EHA03349_bin.40	1.0
module_44	GCA_030844705.1_ASM3084470v1_genomic	1.0
module_44	GCF_003439415.1_ASM343941v1_genomic	1.0
module_44	GCF_003467575.1_ASM346757v1_genomic	1.0
module_44	GCF_003469715.1_ASM346971v1_genomic	1.0
module_44	GCA_022776965.1_ASM2277696v1_genomic	1.0
module_44	GCF_003472045.1_ASM347204v1_genomic	1.0
module_44	GCA_022771305.1_ASM2277130v1_genomic	1.0
module_44	GCA_958371025.1_SRR17798044_bin.10_MetaWRAP_v1.3_MAG_genomic	0.6
module_44	GCF_020687325.1_ASM2068732v1_genomic	1.0
module_44	GCF_003469775.1_ASM346977v1_genomic	1.0
module_44	GCF_003437495.1_ASM343749v1_genomic	1.0
module_44	GCA_958447325.1_ERR4316497_bin.13_MetaWRAP_v1.3_MAG_genomic	0.8
module_44	GCF_003469235.1_ASM346923v1_genomic	1.0
module_44	EHA03288_bin.14	0.6
module_44	GCA_958416885.1_ERR9354025_bin.52_MetaWRAP_v1.3_MAG_genomic	1.0
module_44	GCA_958432605.1_SRR22541667_bin.32_MetaWRAP_v1.3_MAG_genomic	1.0
module_44	GCF_018288975.1_ASM1828897v1_genomic	1.0
module_44	GCA_959600655.1_SRR16280015_bin.44_MetaWRAP_v1.3_MAG_genomic	1.0
module_44	EHA03351_bin.43	0.6
module_44	GCF_018587995.1_ASM1858799v1_genomic	1.0
module_224	GCA_958371025.1_SRR17798044_bin.10_MetaWRAP_v1.3_MAG_genomic	0.17
module_224	GCF_002206325.1_ASM220632v2_genomic	1.0
module_224	GCF_018784195.1_ASM1878419v1_genomic	0.83
module_224	GCA_003464145.1_ASM346414v1_genomic	1.0
module_224	GCF_012843465.1_ASM1284346v1_genomic	1.0
module_224	GCF_003475725.1_ASM347572v1_genomic	1.0
module_224	GCF_018289335.1_ASM1828933v1_genomic	1.0
module_224	GCF_018784125.1_ASM1878412v1_genomic	1.0
module_224	EHA01281_bin.18	0.5
module_224	GCA_030844705.1_ASM3084470v1_genomic	0.83
module_224	GCF_003469235.1_ASM346923v1_genomic	1.0
module_224	GCA_008680675.1_ASM868067v1_genomic	1.0
module_224	GCF_018288975.1_ASM1828897v1_genomic	1.0
module_224	GCA_022776965.1_ASM2277696v1_genomic	0.83
module_224	GCF_018587995.1_ASM1858799v1_genomic	1.0
module_224	GCA_022771305.1_ASM2277130v1_genomic	1.0
module_287	GCA_030844705.1_ASM3084470v1_genomic	1.0
module_287	EHA03161_bin.52	1.0
module_287	GCA_958404515.1_ERR9492504_bin.8_MetaWRAP_v1.3_MAG_genomic	1.0
module_287	GCA_958445425.1_ERR9610044_bin.23_MetaWRAP_v1.3_MAG_genomic	1.0
module_287	GCA_030844325.1_ASM3084432v1_genomic	0.29
module_287	GCA_958413795.1_ERR9578301_bin.6_MetaWRAP_v1.3_MAG_genomic	1.0
module_287	GCA_030841945.1_ASM3084194v1_genomic	1.0
module_287	GCF_003469775.1_ASM346977v1_genomic	0.86
module_287	GCA_022771305.1_ASM2277130v1_genomic	1.0
module_449	GCA_008679655.1_ASM867965v1_genomic	1.0
module_449	GCA_958447325.1_ERR4316497_bin.13_MetaWRAP_v1.3_MAG_genomic	1.0
module_498	GCF_020687325.1_ASM2068732v1_genomic	1.0
module_498	GCF_012843465.1_ASM1284346v1_genomic	1.0
module_498	GCA_022784765.1_ASM2278476v1_genomic	1.0
module_498	GCA_959023275.1_DRR221348_bin.3_MetaWRAP_v1.3_MAG_genomic	1.0
module_498	GCA_958447325.1_ERR4316497_bin.13_MetaWRAP_v1.3_MAG_genomic	1.0
module_182	GCF_022835355.1_ASM2283535v1_genomic	1.0
module_182	GCA_030842445.1_ASM3084244v1_genomic	1.0
module_182	GCF_022835335.1_ASM2283533v1_genomic	1.0
module_182	GCF_018784195.1_ASM1878419v1_genomic	1.0
module_182	EHA04575_bin.10	1.0
module_182	GCA_003464145.1_ASM346414v1_genomic	1.0
module_182	GCF_003471825.1_ASM347182v1_genomic	1.0
module_182	GCA_022774455.1_ASM2277445v1_genomic	1.0
module_182	GCA_958435695.1_SRR18940298_bin.11_MetaWRAP_v1.3_MAG_genomic	1.0
module_182	GCF_003464475.1_ASM346447v1_genomic	1.0
module_182	GCF_003437495.1_ASM343749v1_genomic	1.0
module_182	EHA00726_bin.13	1.0
module_182	GCF_003439415.1_ASM343941v1_genomic	1.0
module_182	GCF_018292145.1_ASM1829214v1_genomic	1.0
module_182	GCF_003469715.1_ASM346971v1_genomic	1.0
module_182	EHA01439_bin.44	1.0
module_182	EHA03351_bin.43	1.0
module_182	EHA03288_bin.14	1.0
module_281	EHA02500_bin.116	1.0
module_281	GCF_019733675.1_ASM1973367v1_genomic	1.0
module_337	GCA_008679655.1_ASM867965v1_genomic	1.0
module_337	GCA_959026225.1_SRR13494490_bin.7_MetaWRAP_v1.3_MAG_genomic	1.0
module_337	GCA_959028115.1_ERR10149225_bin.6_MetaWRAP_v1.3_MAG_genomic	1.0
module_337	GCA_958440685.1_ERR4918969_bin.9_MetaWRAP_v1.3_MAG_genomic	1.0
module_337	GCF_012843465.1_ASM1284346v1_genomic	1.0
module_337	GCF_003475725.1_ASM347572v1_genomic	1.0
module_337	GCF_018289335.1_ASM1828933v1_genomic	1.0
module_337	GCF_003468915.1_ASM346891v1_genomic	1.0
module_337	GCA_959023275.1_DRR221348_bin.3_MetaWRAP_v1.3_MAG_genomic	1.0
module_337	GCF_003467575.1_ASM346757v1_genomic	1.0
module_337	GCA_959026965.1_SRR20881986_bin.33_MetaWRAP_v1.3_MAG_genomic	0.25
module_337	GCA_022784765.1_ASM2278476v1_genomic	1.0
module_337	GCA_030841945.1_ASM3084194v1_genomic	0.25
module_337	GCF_003469235.1_ASM346923v1_genomic	1.0
module_337	GCA_009774835.1_ASM977483v1_genomic	1.0
module_337	GCF_003474765.1_ASM347476v1_genomic	1.0
module_337	GCA_014870645.1_ASM1487064v1_genomic	1.0
module_337	EHA03390_bin.20	1.0
module_337	GCA_959600655.1_SRR16280015_bin.44_MetaWRAP_v1.3_MAG_genomic	1.0
module_337	GCF_018587995.1_ASM1858799v1_genomic	1.0
module_624	GCF_018587995.1_ASM1858799v1_genomic	1.0
module_624	GCF_018288975.1_ASM1828897v1_genomic	1.0
module_624	GCF_018289335.1_ASM1828933v1_genomic	1.0
module_624	GCF_019733675.1_ASM1973367v1_genomic	1.0
module_624	GCF_003471825.1_ASM347182v1_genomic	1.0
module_624	GCF_003468915.1_ASM346891v1_genomic	1.0
module_624	GCF_003469775.1_ASM346977v1_genomic	0.64
module_624	GCF_003464475.1_ASM346447v1_genomic	0.91
module_634	GCF_003468605.1_ASM346860v1_genomic	1.0
module_634	GCF_003472045.1_ASM347204v1_genomic	1.0
module_653	GCF_018289335.1_ASM1828933v1_genomic	1.0
module_653	GCF_003475725.1_ASM347572v1_genomic	1.0
module_84	GCA_030843875.1_ASM3084387v1_genomic	1.0
module_84	GCA_008679655.1_ASM867965v1_genomic	1.0
module_84	GCA_958416885.1_ERR9354025_bin.52_MetaWRAP_v1.3_MAG_genomic	1.0
module_84	EHA00531_bin.1	1.0
module_150	GCF_022835355.1_ASM2283535v1_genomic	1.0
module_150	GCA_030842445.1_ASM3084244v1_genomic	1.0
module_150	GCF_018784195.1_ASM1878419v1_genomic	1.0
module_150	GCA_003464145.1_ASM346414v1_genomic	1.0
module_150	GCA_958413795.1_ERR9578301_bin.6_MetaWRAP_v1.3_MAG_genomic	1.0
module_150	GCF_003471825.1_ASM347182v1_genomic	1.0
module_150	GCA_958435695.1_SRR18940298_bin.11_MetaWRAP_v1.3_MAG_genomic	1.0
module_150	GCF_003464475.1_ASM346447v1_genomic	1.0
module_150	GCA_958427815.1_ERR9762699_bin.64_MetaWRAP_v1.3_MAG_genomic	0.83
module_150	GCF_003439415.1_ASM343941v1_genomic	1.0
module_150	GCF_003469715.1_ASM346971v1_genomic	1.0
module_150	EHA04588_bin.13	0.83
module_150	GCF_022835335.1_ASM2283533v1_genomic	1.0
module_150	GCA_958416015.1_ERR10960865_bin.15_MetaWRAP_v1.3_MAG_genomic	1.0
module_150	GCF_020687325.1_ASM2068732v1_genomic	1.0
module_150	EHA04696_bin.132	1.0
module_150	GCA_022774455.1_ASM2277445v1_genomic	1.0
module_150	GCF_003437495.1_ASM343749v1_genomic	1.0
module_150	EHA04680_bin.8	1.0
module_150	EHA00726_bin.13	1.0
module_150	GCF_018292145.1_ASM1829214v1_genomic	1.0
module_150	EHA03390_bin.20	0.17
module_150	GCF_001405935.1_13414_6_56_genomic	1.0
module_150	EHA03351_bin.43	0.17
module_150	EHA03288_bin.14	0.17
module_150	EHA05078_bin.42	1.0
module_218	GCA_958371025.1_SRR17798044_bin.10_MetaWRAP_v1.3_MAG_genomic	1.0
module_218	GCA_958445425.1_ERR9610044_bin.23_MetaWRAP_v1.3_MAG_genomic	1.0
module_218	GCA_958440685.1_ERR4918969_bin.9_MetaWRAP_v1.3_MAG_genomic	1.0
module_218	GCA_959026965.1_SRR20881986_bin.33_MetaWRAP_v1.3_MAG_genomic	1.0
module_218	EHA01845_bin.103	1.0
module_218	GCF_018289335.1_ASM1828933v1_genomic	1.0
module_218	EHA05111_bin.128	1.0
module_218	EHA01281_bin.18	1.0
module_218	EHA03376_bin.12	1.0
module_218	GCA_030844325.1_ASM3084432v1_genomic	1.0
module_218	GCA_030842705.1_ASM3084270v1_genomic	1.0
module_218	GCA_958432605.1_SRR22541667_bin.32_MetaWRAP_v1.3_MAG_genomic	1.0
module_218	GCF_018288975.1_ASM1828897v1_genomic	1.0
module_218	GCA_014870645.1_ASM1487064v1_genomic	1.0
module_218	GCA_959600655.1_SRR16280015_bin.44_MetaWRAP_v1.3_MAG_genomic	1.0
module_218	GCF_001405775.1_13414_6_6_genomic	1.0
module_218	GCF_018587995.1_ASM1858799v1_genomic	1.0
module_357	GCA_009774835.1_ASM977483v1_genomic	1.0
module_357	EHA04680_bin.8	1.0
module_357	EHA03390_bin.20	1.0
module_357	GCF_001405935.1_13414_6_56_genomic	1.0
module_357	EHA04696_bin.132	1.0
module_357	EHA05078_bin.42	1.0
module_427	GCF_020687325.1_ASM2068732v1_genomic	1.0
module_427	GCF_019733675.1_ASM1973367v1_genomic	1.0
module_427	GCA_008679285.1_ASM867928v1_genomic	1.0
module_477	GCF_018784125.1_ASM1878412v1_genomic	1.0
module_477	GCA_014870645.1_ASM1487064v1_genomic	1.0
module_583	GCA_959026965.1_SRR20881986_bin.33_MetaWRAP_v1.3_MAG_genomic	1.0
module_583	GCF_018289335.1_ASM1828933v1_genomic	1.0
module_102	GCA_009774835.1_ASM977483v1_genomic	1.0
module_102	EHA04680_bin.8	1.0
module_102	EHA00535_bin.6	1.0
module_102	EHA03390_bin.20	1.0
module_102	GCF_001406015.1_14207_7_71_genomic	1.0
module_102	EHA04696_bin.132	1.0
module_102	EHA05078_bin.42	1.0
module_122	GCF_022835355.1_ASM2283535v1_genomic	1.0
module_122	GCA_958445425.1_ERR9610044_bin.23_MetaWRAP_v1.3_MAG_genomic	1.0
module_122	GCA_958440685.1_ERR4918969_bin.9_MetaWRAP_v1.3_MAG_genomic	1.0
module_122	GCA_003464145.1_ASM346414v1_genomic	1.0
module_122	GCF_012843465.1_ASM1284346v1_genomic	1.0
module_122	GCF_003471825.1_ASM347182v1_genomic	1.0
module_122	EHA00539_bin.6	1.0
module_122	GCA_958427815.1_ERR9762699_bin.64_MetaWRAP_v1.3_MAG_genomic	1.0
module_122	GCA_030839725.1_ASM3083972v1_genomic	1.0
module_122	EHA01439_bin.44	1.0
module_122	GCF_002206325.1_ASM220632v2_genomic	1.0
module_122	EHA01958_bin.190	1.0
module_122	GCF_003468605.1_ASM346860v1_genomic	1.0
module_122	GCA_008679285.1_ASM867928v1_genomic	1.0
module_122	GCF_022835335.1_ASM2283533v1_genomic	1.0
module_122	GCA_030841945.1_ASM3084194v1_genomic	0.67
module_122	GCA_014870645.1_ASM1487064v1_genomic	1.0
module_122	GCF_018292145.1_ASM1829214v1_genomic	1.0
module_122	GCF_019733675.1_ASM1973367v1_genomic	1.0
module_122	EHA01634_bin.14	1.0
module_122	GCA_030842445.1_ASM3084244v1_genomic	1.0
module_122	GCF_018784195.1_ASM1878419v1_genomic	1.0
module_122	GCF_003475725.1_ASM347572v1_genomic	1.0
module_122	GCF_018289335.1_ASM1828933v1_genomic	1.0
module_122	GCF_018784125.1_ASM1878412v1_genomic	1.0
module_122	GCF_003468915.1_ASM346891v1_genomic	1.0
module_122	GCF_003464475.1_ASM346447v1_genomic	1.0
module_122	GCA_030844705.1_ASM3084470v1_genomic	1.0
module_122	EHA03349_bin.40	0.33
module_122	GCF_003439415.1_ASM343941v1_genomic	1.0
module_122	GCF_003467575.1_ASM346757v1_genomic	1.0
module_122	GCF_003469715.1_ASM346971v1_genomic	1.0
module_122	GCF_003472045.1_ASM347204v1_genomic	1.0
module_122	GCA_958371025.1_SRR17798044_bin.10_MetaWRAP_v1.3_MAG_genomic	1.0
module_122	GCA_959026965.1_SRR20881986_bin.33_MetaWRAP_v1.3_MAG_genomic	0.33
module_122	GCF_003469775.1_ASM346977v1_genomic	0.33
module_122	GCF_003437495.1_ASM343749v1_genomic	1.0
module_122	GCF_003469235.1_ASM346923v1_genomic	1.0
module_122	EHA03288_bin.14	1.0
module_122	GCA_959600655.1_SRR16280015_bin.44_MetaWRAP_v1.3_MAG_genomic	1.0
module_122	EHA03351_bin.43	1.0
module_122	GCF_018587995.1_ASM1858799v1_genomic	1.0
module_195	GCA_958445425.1_ERR9610044_bin.23_MetaWRAP_v1.3_MAG_genomic	1.0
module_195	GCA_958440685.1_ERR4918969_bin.9_MetaWRAP_v1.3_MAG_genomic	1.0
module_195	GCA_958422645.1_ERR9762696_bin.1_MetaWRAP_v1.3_MAG_genomic	1.0
module_195	GCF_012843465.1_ASM1284346v1_genomic	1.0
module_195	GCA_958427815.1_ERR9762699_bin.64_MetaWRAP_v1.3_MAG_genomic	0.67
module_195	GCF_001405775.1_13414_6_6_genomic	1.0
module_195	EHA02500_bin.116	1.0
module_195	GCF_002206325.1_ASM220632v2_genomic	0.67
module_195	GCA_959606485.1_SRR16244384_bin.5_MetaWRAP_v1.3_MAG_genomic	1.0
module_195	GCA_008679285.1_ASM867928v1_genomic	0.67
module_195	EHA04696_bin.132	1.0
module_195	GCA_022774455.1_ASM2277445v1_genomic	1.0
module_195	EHA04680_bin.8	1.0
module_195	GCA_030844325.1_ASM3084432v1_genomic	1.0
module_195	GCA_014870645.1_ASM1487064v1_genomic	1.0
module_195	GCF_018292145.1_ASM1829214v1_genomic	1.0
module_195	EHA05111_bin.128	0.33
module_195	GCA_030842445.1_ASM3084244v1_genomic	1.0
module_195	EHA00928_bin.90	1.0
module_195	EHA01845_bin.103	0.33
module_195	GCF_003475725.1_ASM347572v1_genomic	1.0
module_195	GCF_018289335.1_ASM1828933v1_genomic	1.0
module_195	GCF_018784125.1_ASM1878412v1_genomic	1.0
module_195	GCF_003468915.1_ASM346891v1_genomic	1.0
module_195	GCA_025757725.1_ASM2575772v1_genomic	1.0
module_195	EHA01281_bin.18	0.33
module_195	GCF_003464475.1_ASM346447v1_genomic	1.0
module_195	GCF_003467575.1_ASM346757v1_genomic	1.0
module_195	GCA_958371025.1_SRR17798044_bin.10_MetaWRAP_v1.3_MAG_genomic	1.0
module_195	GCA_959026965.1_SRR20881986_bin.33_MetaWRAP_v1.3_MAG_genomic	1.0
module_195	GCF_003469775.1_ASM346977v1_genomic	1.0
module_195	GCF_003469235.1_ASM346923v1_genomic	1.0
module_195	GCA_009774835.1_ASM977483v1_genomic	1.0
module_195	GCA_030842705.1_ASM3084270v1_genomic	1.0
module_195	GCA_958432605.1_SRR22541667_bin.32_MetaWRAP_v1.3_MAG_genomic	1.0
module_195	GCF_018288975.1_ASM1828897v1_genomic	1.0
module_195	EHA03390_bin.20	1.0
module_195	GCA_959600655.1_SRR16280015_bin.44_MetaWRAP_v1.3_MAG_genomic	1.0
module_195	EHA03351_bin.43	1.0
module_195	GCF_018587995.1_ASM1858799v1_genomic	1.0
module_195	EHA05078_bin.42	1.0
module_379	GCA_008679655.1_ASM867965v1_genomic	0.67
module_379	GCF_018784195.1_ASM1878419v1_genomic	0.33
module_379	GCA_003464145.1_ASM346414v1_genomic	1.0
module_379	GCF_012843465.1_ASM1284346v1_genomic	1.0
module_379	GCF_003475725.1_ASM347572v1_genomic	1.0
