ID	mag_name	link_to_assembly	AB_batch	eha_number	GTDB_version	GTDB_release	domain	phylum	class	order	family	genus	species	fastani_ani	closest_placement_ani	closest_placement_af	completeness	contamination	size	GC	N50	coding_density	contigs	number_genes	number_unannotated_genes	DM_batch	host_species	host_order	host_class	locality	country	MAG_url	anno_url	kegg_url	annotated	taxonomy_level	assembly_type	sample_type	gbk_url	kegg_hits	Capture ID	percent_unannotated_genes	percent_unannotated_kegg	dereplicated	metagenomic source	completeness software	binning software	assembly quality	binning parameters	taxonomic identity marker	isolation_source	assembly software	Submission
EHM028346	EHA01288_bin.1.fa	EHA01288	ABB0174	EHA01288	2.3.0	R214	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Lactococcus	s__Lactococcus lactis	98.23	98.23	0.8	99.96	1.55	2654943	35.00%	14832	0.87	288	NA	NA	DMB0029,DMB0172	Plecotus auritus	Chiroptera	Mammalia	Berlin-Brandenburg	Germany	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0174/EHA01288_bin.1.fa.gz	NA	NA	FALSE	Species	Individual	Faecal	NA	NA	SD0141901	NA	NA	NA	1861841	CheckM2 v1.0.1	MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module	Many fragments with little to no review of assembly other than reporting of standard assembly statistics	default binning parameters	GTDB-tk v2.3.0	host-associated	Megahit v1.2.9	NA
EHM028354	EHA01290_bin.3.fa	EHA01290	ABB0174	EHA01290	2.3.0	R214	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Lactococcus	s__Lactococcus lactis	98.46	98.46	0.83	100	0.32	2450476	35.00%	48754	0.87	85	NA	NA	DMB0029,DMB0172	Plecotus auritus	Chiroptera	Mammalia	Berlin-Brandenburg	Germany	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0174/EHA01290_bin.3.fa.gz	NA	NA	FALSE	Species	Individual	Faecal	NA	NA	SD0141601	NA	NA	NA	1861841	CheckM2 v1.0.1	MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module	Many fragments with little to no review of assembly other than reporting of standard assembly statistics	default binning parameters	GTDB-tk v2.3.0	host-associated	Megahit v1.2.9	NA
EHM028422	EHA01289_bin.3.fa	EHA01289	ABB0174	EHA01289	2.3.0	R214	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Lactococcus	s__Lactococcus lactis	98.34	98.34	0.85	100	0.21	2450464	35.00%	178309	0.87	23	2423	492	DMB0029,DMB0114,DMB0172	Plecotus auritus	Chiroptera	Mammalia	Berlin-Brandenburg	Germany	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0174/EHA01289_bin.3.fa.gz	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM028422_anno.tsv.gz	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM028422_kegg.tsv.gz	TRUE	Species	Individual	Faecal	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM028422.gbk.gz	1251	SD0141501	20.3	48.4	DMB0029,DMB0114	1861841	CheckM2 v1.0.1	MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module	Many fragments with little to no review of assembly other than reporting of standard assembly statistics	default binning parameters	GTDB-tk v2.3.0	host-associated	Megahit v1.2.9	NA
EHM031001	EHA01905_bin.2.fa	EHA01905	ABB0247	EHA01905	2.3.0	R214	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Lactococcus	s__Lactococcus lactis	98.51	98.51	0.91	100	0.06	2262278	35.00%	82765	0.88	41	NA	NA	DMB0024,DMB0032,DMB0182	Canis familiaris	Carnivora	Mammalia	Ittoqqortoormii	Greenland	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0247/EHA01905_bin.2.fa.gz	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM031001_anno.tsv.gz	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM031001_kegg.tsv.gz	TRUE	Species	Individual	Faecal	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM031001.gbk.gz	NA	SD0315301	NA	NA	NA	1861841	CheckM2 v1.0.1	MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module	Many fragments with little to no review of assembly other than reporting of standard assembly statistics	default binning parameters	GTDB-tk v2.3.0	host-associated	Megahit v1.2.9	EHS002
EHM031128	EHA01928_bin.8.fa	EHA01928	ABB0247	EHA01928	2.3.0	R214	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Lactococcus	s__Lactococcus lactis	98.59	98.59	0.9	100	0.07	2270986	35.00%	195018	0.87	26	2276	406	DMB0024,DMB0032,DMB0114,DMB0182	Canis familiaris	Carnivora	Mammalia	Ittoqqortoormii	Greenland	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0247/EHA01928_bin.8.fa.gz	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM031128_anno.tsv.gz	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM031128_kegg.tsv.gz	TRUE	Species	Individual	Faecal	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM031128.gbk.gz	1211	SD0315201	17.8	46.8	DMB0024,DMB0032,DMB0114,DMB0182	1861841	CheckM2 v1.0.1	MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module	Many fragments with little to no review of assembly other than reporting of standard assembly statistics	default binning parameters	GTDB-tk v2.3.0	host-associated	Megahit v1.2.9	EHS002
EHM031160	EHA01900_bin.1.fa	EHA01900	ABB0247	EHA01900	2.3.0	R214	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Lactococcus	s__Lactococcus lactis	98.59	98.59	0.91	100	0.06	2263829	35.00%	134814	0.88	28	NA	NA	DMB0024,DMB0032,DMB0182	Canis familiaris	Carnivora	Mammalia	Ittoqqortoormii	Greenland	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0247/EHA01900_bin.1.fa.gz	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM031160_anno.tsv.gz	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM031160_kegg.tsv.gz	TRUE	Species	Individual	Faecal	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM031160.gbk.gz	NA	SD0315101	NA	NA	NA	1861841	CheckM2 v1.0.1	MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module	Many fragments with little to no review of assembly other than reporting of standard assembly statistics	default binning parameters	GTDB-tk v2.3.0	host-associated	Megahit v1.2.9	EHS001
EHM031663	EHA01958_bin.118.fa	EHA01958	ABB0249	EHA01958	2.3.0	R214	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Lactococcus	s__Lactococcus lactis	98.48	98.48	0.89	100	0.12	2313944	35.00%	199338	0.88	29	NA	NA	DMB0032	Canis familiaris	Carnivora	Mammalia	Ittoqqortoormii	Greenland	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0249/EHA01958_bin.118.fa.gz	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM031663_anno.tsv.gz	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM031663_kegg.tsv.gz	TRUE	Species	Coassembly	Faecal	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM031663.gbk.gz	NA	SD0315101, SD0314701, SD0317301, SD0316401, SD0317601, SD0315301, SD0323101, SD0316801, SD0317101, SD0316901, SD0317401, SD0317001, SD0316001, SD0314601, SD0315001, SD0317201, SD0314901, SD0317801, SD0322901, SD0322801, SD0323001, SD0314801, SD0315901, SD0316201, SD0316101, SD0317701, SD0316301, SD0317501, SD0315201	NA	NA	NA	1861841	CheckM2 v1.0.1	MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module	Many fragments with little to no review of assembly other than reporting of standard assembly statistics	default binning parameters	GTDB-tk v2.3.0	host-associated	Megahit v1.2.9	NA
EHM034137	EHA02205_bin.53.fa	EHA02205	ABB0264	EHA02205	2.3.0	R214	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Lactococcus	s__Lactococcus lactis	98.39	98.39	0.77	97.03	1.77	2733714	35.00%	44275	0.86	146	2761	700	DMB0040,DMB0114,DMB0150,DMB0180	Myotis bechsteinii	Chiroptera	Mammalia	Lombardy, GrottaMarelli	Italy	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0264/EHA02205_bin.53.fa.gz	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM034137_anno.tsv.gz	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM034137_kegg.tsv.gz	TRUE	Species	Coassembly	Anal/cloacal swab	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM034137.gbk.gz	1248	SD0174301, SD0274701, SD0273001, SD0273501, SD0273801, SD0279301, SD0274201, SD0273401, SD0274001, SD0278101, SD0278001, SD0274901, SD0280001, SD0274101, SD0275001, SD0279601, SD0273901, SD0278701, SD0273701, SD0279101, SD0274501, SD0274601, SD0274801, SD0273601, SD0273301, SD0278501, SD0272901, SD0275201, SD0279701, SD0278901, SD0278801, SD0275301, SD0279901, SD0273201, SD0278601, SD0279801, SD0279001, SD0279201, SD0274301, SD0275101, SD0279401, SD0277901, SD0279501, SD0274401, SD0278301, SD0278401, SD0278201	25.4	54.8	DMB0040,DMB0114	1861841	CheckM2 v1.0.1	MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module	Many fragments with little to no review of assembly other than reporting of standard assembly statistics	default binning parameters	GTDB-tk v2.3.0	host-associated	Megahit v1.2.9	NA
EHM040253	EHA02637_bin.63.fa	EHA02637	ABB0298	EHA02637	2.3.0	R214	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Lactococcus	s__Lactococcus lactis	97.85	97.85	0.87	100	0.13	2318333	35.00%	264097	0.85	19	2216	363	DMB0043,DMB0114,DMB0117	Cathartes aura	Accipitriformes	Aves	Florida, Lake Butler	United States	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0298/EHA02637_bin.63.fa.gz	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM040253_anno.tsv.gz	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM040253_kegg.tsv.gz	TRUE	Species	Coassembly	Stomach contents	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM040253.gbk.gz	1220	SD0294501, SD0295301, SD0295001, SD0295201, SD0296201, SD0294701, SD0295301, SD0295001, SD0297801, SD0294501, SD0294701, SD0294801, SD0297801, SD0297701, SD0296701, SD0294501, SD0295001, SD0295101, SD0296201, SD0295301, SD0294801, SD0295001, SD0295201, SD0297701, SD0296701, SD0294701, SD0295101, SD0294501, SD0297601, SD0297801	16.4	44.9	DMB0043,DMB0114,DMB0117	NA	CheckM2 v1.0.1	MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module	Many fragments with little to no review of assembly other than reporting of standard assembly statistics	default binning parameters	GTDB-tk v2.3.0	host-associated	Megahit v1.2.9	NA
EHM041306	EHA02678_bin.1.fa	EHA02678	ABB0299	EHA02678	2.3.0	R214	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Lactococcus	s__Lactococcus lactis	98.51	98.51	0.81	100	1.95	2591553	35.00%	42494	0.87	105	2579	571	DMB0060	Glauconycteris sp	Chiroptera	Mammalia	Rio Muni	Equatorial Guinea	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0299/EHA02678_bin.1.fa.gz	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM041306_anno.tsv.gz	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM041306_kegg.tsv.gz	TRUE	Species	Individual	Faecal	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM041306.gbk.gz	1266	SD0204201	22.1	50.9	DMB0060	1861841	CheckM2 v1.0.1	MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module	Many fragments with little to no review of assembly other than reporting of standard assembly statistics	default binning parameters	GTDB-tk v2.3.0	host-associated	Megahit v1.2.9	NA
EHM041731	EHA02757_bin.12.fa	EHA02757	ABB0307	EHA02757	2.3.0	R214	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Lactococcus	s__Lactococcus lactis	98.45	98.45	0.87	99.99	0.12	2324758	35.00%	154464	0.88	19	2235	384	DMB0053,DMB0114	Barbastella barbastellus	Chiroptera	Mammalia	Catalonia	Spain	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0307/EHA02757_bin.12.fa.gz	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM041731_anno.tsv.gz	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM041731_kegg.tsv.gz	TRUE	Species	Coassembly	Faecal	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM041731.gbk.gz	1212	SD0216901, SD0216301	17.2	45.8	DMB0053,DMB0114	1861841	CheckM2 v1.0.1	MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module	Many fragments with little to no review of assembly other than reporting of standard assembly statistics	default binning parameters	GTDB-tk v2.3.0	host-associated	Megahit v1.2.9	NA
EHM042508	EHA02839_bin.13.fa	EHA02839	ABB0334	EHA02839	2.3.0	R214	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Lactococcus	s__Lactococcus lactis	98.56	98.56	0.84	99.99	1.64	2376588	35.00%	54822	0.87	70	2381	458	DMB0083,DMB0114	Nyctalus noctula	Chiroptera	Mammalia	Lovech	Bulgaria	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0334/EHA02839_bin.13.fa.gz	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM042508_anno.tsv.gz	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM042508_kegg.tsv.gz	TRUE	Species	Coassembly	Faecal	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM042508.gbk.gz	1225	SD0301201, SD0301301, SD0301101, SD0301401, SD0301501	19.2	48.6	DMB0083,DMB0114	1861841	CheckM2 v1.0.1	MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module	Many fragments with little to no review of assembly other than reporting of standard assembly statistics	default binning parameters	GTDB-tk v2.3.0	host-associated	Megahit v1.2.9	NA
EHM043079	EHA02940_bin.1.fa	EHA02940	ABB0356	EHA02940	2.3.0	R214	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Lactococcus	s__Lactococcus lactis	98.46	98.46	0.87	100	0.21	2375672	35.00%	86252	0.87	45	2328	417	DMB0093,DMB0114,DMB0144	Rhinolophus euryale	Chiroptera	Mammalia	Catalonia, Cova Pasteral	Spain	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0356/EHA02940_bin.1.fa.gz	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM043079_anno.tsv.gz	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM043079_kegg.tsv.gz	TRUE	Species	Coassembly	Faecal	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM043079.gbk.gz	1230	SD0004901, SD0005401, SD0005201	17.9	47.2	DMB0093,DMB0114,DMB0144	1861841	CheckM2 v1.0.1	MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module	Many fragments with little to no review of assembly other than reporting of standard assembly statistics	default binning parameters	GTDB-tk v2.3.0	host-associated	Megahit v1.2.9	NA
