ID	mag_name	link_to_assembly	AB_batch	eha_number	GTDB_version	GTDB_release	domain	phylum	class	order	family	genus	species	fastani_ani	closest_placement_ani	closest_placement_af	completeness	contamination	size	GC	N50	coding_density	contigs	number_genes	number_unannotated_genes	DM_batch	host_species	host_order	host_class	locality	country	MAG_url	anno_url	kegg_url	annotated	taxonomy_level	assembly_type	sample_type	gbk_url	kegg_hits	Capture ID	percent_unannotated_genes	percent_unannotated_kegg	dereplicated	metagenomic source	completeness software	binning software	assembly quality	binning parameters	taxonomic identity marker	isolation_source	assembly software	Submission	species_clean
EHM036445	EHA02398_bin.13.fa	EHA02398	ABB0277	EHA02398	2.3.0	R214	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Hafnia	s__Hafnia paralvei	99.17	99.17	0.92	100	1.46	4395004	48.00%	69901	0.86	107	NA	NA	DMB0042,DMB0157	Lissotriton helveticus	Urodela	Amphibia	Irun	Spain	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0277/EHA02398_bin.13.fa.gz	NA	NA	FALSE	Species	Coassembly	Faecal	NA	NA	SD0342201, SD0342001, SD0342001, SD0342301, SD0342101, SD0342101	NA	NA	NA	1861841	CheckM2 v1.0.1	MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module	Many fragments with little to no review of assembly other than reporting of standard assembly statistics	default binning parameters	GTDB-tk v2.3.0	host-associated	Megahit v1.2.9	NA	hafnia_paralvei
EHM042511	EHA02839_bin.14.fa	EHA02839	ABB0334	EHA02839	2.3.0	R214	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Hafnia	s__Hafnia paralvei	99.06	99.06	0.9	98.32	2.35	4638372	48.00%	241749	0.86	33	4141	392	DMB0083,DMB0114	Nyctalus noctula	Chiroptera	Mammalia	Lovech	Bulgaria	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0334/EHA02839_bin.14.fa.gz	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM042511_anno.tsv.gz	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM042511_kegg.tsv.gz	TRUE	Species	Coassembly	Faecal	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM042511.gbk.gz	2957	SD0301201, SD0301301, SD0301101, SD0301401, SD0301501	9.5	28.6	DMB0083,DMB0114	1861841	CheckM2 v1.0.1	MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module	Many fragments with little to no review of assembly other than reporting of standard assembly statistics	default binning parameters	GTDB-tk v2.3.0	host-associated	Megahit v1.2.9	NA	hafnia_paralvei
EHM042896	EHA02823_bin.9.fa	EHA02823	ABB0328	EHA02823	2.3.0	R214	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Hafnia	s__Hafnia paralvei	95.56	95.56	0.83	99.04	0.85	4716821	48.00%	42603	0.85	198	4296	485	DMB0076	Myotis blythii	Chiroptera	Mammalia	Godech	Bulgaria	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0328/EHA02823_bin.9.fa.gz	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM042896_anno.tsv.gz	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM042896_kegg.tsv.gz	TRUE	Species	Coassembly	Faecal	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM042896.gbk.gz	2974	SD0302701, SD0304101, SD0303601, SD0302901	11.3	30.8	DMB0076	1861841	CheckM2 v1.0.1	MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module	Many fragments with little to no review of assembly other than reporting of standard assembly statistics	default binning parameters	GTDB-tk v2.3.0	host-associated	Megahit v1.2.9	NA	hafnia_paralvei
EHM045471	EHA03103_bin.2.fa	EHA03103	ABB0376	EHA03103	2.3.0	R214	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Hafnia	s__Hafnia paralvei	98.91	98.91	0.89	99.99	0.04	4710383	48.00%	229328	0.86	39	NA	NA	NA	Natrix astreptophora	Squamata	Reptilia	Arouca	Portugal	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0376/EHA03103_bin.2.fa.gz	NA	NA	FALSE	Species	Individual	Faecal	NA	NA	SD0355101	NA	NA	NA	1861841	CheckM2 v1.0.1	MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module	Many fragments with little to no review of assembly other than reporting of standard assembly statistics	default binning parameters	GTDB-tk v2.3.0	host-associated	Megahit v1.2.9	NA	hafnia_paralvei
EHM045496	EHA03102_bin.10.fa	EHA03102	ABB0376	EHA03102	2.3.0	R214	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Hafnia	s__Hafnia paralvei	99.12	99.12	0.94	99.21	0.35	4139503	48.00%	11881	0.86	484	NA	NA	NA	Anguis fragilis	Squamata	Reptilia	Arouca	Portugal	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0376/EHA03102_bin.10.fa.gz	NA	NA	FALSE	Species	Individual	Faecal	NA	NA	SD0350901	NA	NA	NA	1861841	CheckM2 v1.0.1	MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module	Many fragments with little to no review of assembly other than reporting of standard assembly statistics	default binning parameters	GTDB-tk v2.3.0	host-associated	Megahit v1.2.9	NA	hafnia_paralvei
EHM051482	EHA03445_bin.28.fa	EHA03445	ABB0408	EHA03445	2.3.0	R214	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Hafnia	s__Hafnia paralvei	99.14	99.14	0.9	99.42	0.76	4624946	48.00%	69242	0.89	110	4230	417	DMB0161,DMB0162,DMB0187	Podarcis pityusensis	Squamata	Reptilia	Escull Vermell	Spain	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0408/EHA03445_bin.28.fa.gz	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM051482_anno.tsv.gz	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM051482_kegg.tsv.gz	TRUE	Species	Individual	Faecal	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM051482.gbk.gz	2956	SD0437901	9.9	30.1	DMB0161,DMB0162	1861841	CheckM2 v1.0.1	MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module	Many fragments with little to no review of assembly other than reporting of standard assembly statistics	default binning parameters	GTDB-tk v2.3.0	host-associated	Megahit v1.2.9	EHS015	hafnia_paralvei
EHM052369	EHA03524_bin.75.fa	EHA03524	ABB0417	EHA03524	2.3.0	R214	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Hafnia	s__Hafnia paralvei	99.1	99.1	0.88	99.83	0.69	4713253	48.00%	48175	0.86	163	4370	530	DMB0129,DMB0134,DMB0151	Salamandra atra	Urodela	Amphibia	Hercegovina	Bosnia and Herzegovina	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0417/EHA03524_bin.75.fa.gz	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM052369_anno.tsv.gz	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM052369_kegg.tsv.gz	TRUE	Species	Coassembly	Faecal	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM052369.gbk.gz	2990	SD0148301, SD0148301, SD0148401, SD0148401, SD0148301, SD0148401	12.1	31.6	DMB0129,DMB0134,DMB0151	1861841	CheckM2 v1.0.1	MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module	Many fragments with little to no review of assembly other than reporting of standard assembly statistics	default binning parameters	GTDB-tk v2.3.0	host-associated	Megahit v1.2.9	NA	hafnia_paralvei
EHM052762	EHA03518_bin.55.fa	EHA03518	ABB0416	EHA03518	2.3.0	R214	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Hafnia	s__Hafnia paralvei	95.61	95.61	0.84	100	0.44	4801238	48.00%	120409	0.86	77	NA	NA	DMB0128,DMB0134	Podarcis muralis	Squamata	Reptilia	Nafarroa	Spain	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0416/EHA03518_bin.55.fa.gz	NA	NA	FALSE	Species	Coassembly	Faecal	NA	NA	SD0379901, SD0380001, SD0379901, SD0380001, SD0379901, SD0380001	NA	NA	DMB0128,DMB0134	1861841	CheckM2 v1.0.1	MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module	Many fragments with little to no review of assembly other than reporting of standard assembly statistics	default binning parameters	GTDB-tk v2.3.0	host-associated	Megahit v1.2.9	NA	hafnia_paralvei
EHM053163	EHA03574_bin.2.fa	EHA03574	ABB0423	EHA03574	2.3.0	R214	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Hafnia	s__Hafnia paralvei	99.1	99.1	0.91	99.9	0.09	4415282	48.00%	282104	0.86	35	NA	NA	NA	Dasyurus geoffroii	Dasyuromorphia	Mammalia	Ikara-Flinders Ranges National Park	Australia	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0423/EHA03574_bin.2.fa.gz	NA	NA	FALSE	Species	Individual	Faecal	NA	NA	SD0282101	NA	NA	NA	1861841	CheckM2 v1.0.1	MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module	Many fragments with little to no review of assembly other than reporting of standard assembly statistics	default binning parameters	GTDB-tk v2.3.0	host-associated	Megahit v1.2.9	NA	hafnia_paralvei
EHM054246	EHA03641_bin.20.fa	EHA03641	ABB0428	EHA03641	2.3.0	R214	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Hafnia	s__Hafnia paralvei	98.97	98.97	0.88	99.9	0.52	4825815	48.00%	159063	0.85	112	NA	NA	NA	Dasyurus geoffroii	Dasyuromorphia	Mammalia	Ikara-Flinders Ranges National Park	Australia	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0428/EHA03641_bin.20.fa.gz	NA	NA	FALSE	Species	Coassembly	Faecal	NA	NA	SD0280901, SD0281701, SD0281001, SD0281301, SD0281901, SD0281401, SD0282301, SD0281601, SD0282101, SD0282001	NA	NA	NA	1861841	CheckM2 v1.0.1	MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module	Many fragments with little to no review of assembly other than reporting of standard assembly statistics	default binning parameters	GTDB-tk v2.3.0	host-associated	Megahit v1.2.9	NA	hafnia_paralvei
EHM056851	EHA04188_bin.23.fa	EHA04188	ABB0470	EHA04188	2.3.0	R214	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Hafnia	s__Hafnia paralvei	98.89	98.89	0.84	99.96	1.69	5100806	48.00%	23613	0.86	370	4927	770	DMB0140	NA	NA	NA	NA	NA	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0470/EHA04188_bin.23.fa.gz	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM056851_anno.tsv.gz	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM056851_kegg.tsv.gz	TRUE	Species	Coassembly	NA	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM056851.gbk.gz	2972	SD0090801, SD0091901, SD0090501, SD0092601, SD0091701, SD0091301, SD0092801, SD0090901, SD0091401, SD0091501	15.6	39.7	DMB0140	NA	CheckM2 v1.0.1	MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module	Many fragments with little to no review of assembly other than reporting of standard assembly statistics	default binning parameters	GTDB-tk v2.3.0	host-associated	Megahit v1.2.9	NA	hafnia_paralvei
EHM058631	EHA04270_bin.6.fa	EHA04270	ABB0480	EHA04270	2.3.0	R214	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Hafnia	s__Hafnia paralvei	99.05	99.05	0.89	100	0.19	4676728	48.00%	212507	0.86	39	NA	NA	DMB0157	Lissotriton helveticus	Urodela	Amphibia	Orio	Spain	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0480/EHA04270_bin.6.fa.gz	NA	NA	FALSE	Species	Individual	Faecal	NA	NA	SD0450601	NA	NA	NA	1861841	CheckM2 v1.0.1	MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module	Many fragments with little to no review of assembly other than reporting of standard assembly statistics	default binning parameters	GTDB-tk v2.3.0	host-associated	Megahit v1.2.9	EHS004	hafnia_paralvei
EHM058684	EHA04287_bin.11.fa	EHA04287	ABB0480	EHA04287	2.3.0	R214	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Hafnia	s__Hafnia paralvei	98.91	98.91	0.88	99.91	1.01	4638600	48.00%	20364	0.86	345	NA	NA	DMB0157	Lissotriton helveticus	Urodela	Amphibia	Usurbil	Spain	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0480/EHA04287_bin.11.fa.gz	NA	NA	FALSE	Species	Individual	Faecal	NA	NA	SD0449301	NA	NA	NA	1861841	CheckM2 v1.0.1	MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module	Many fragments with little to no review of assembly other than reporting of standard assembly statistics	default binning parameters	GTDB-tk v2.3.0	host-associated	Megahit v1.2.9	EHS004	hafnia_paralvei
EHM060603	EHA04337_bin.33.fa	EHA04337	ABB0485	EHA04337	2.3.0	R214	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Hafnia	s__Hafnia paralvei	99.03	99.03	0.88	99.92	2.28	4576044	48.00%	228004	0.92	43	NA	NA	DMB0157	Lissotriton helveticus	Urodela	Amphibia	Orio	Spain	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0485/EHA04337_bin.33.fa.gz	NA	NA	FALSE	Species	Coassembly	Faecal	NA	NA	SD0450601, SD0450401, SD0450301, SD0450501, SD0450701, SD0450201	NA	NA	NA	1861841	CheckM2 v1.0.1	MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module	Many fragments with little to no review of assembly other than reporting of standard assembly statistics	default binning parameters	GTDB-tk v2.3.0	host-associated	Megahit v1.2.9	NA	hafnia_paralvei
EHM060845	EHA04343_bin.39.fa	EHA04343	ABB0486	EHA04343	2.3.0	R214	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Hafnia	s__Hafnia paralvei	98.96	98.96	0.88	99.64	0.76	4683607	48.00%	190832	0.86	50	NA	NA	DMB0157	Lissotriton helveticus	Urodela	Amphibia	Usurbil	Spain	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0486/EHA04343_bin.39.fa.gz	NA	NA	FALSE	Species	Coassembly	Faecal	NA	NA	SD0449701, SD0450101, SD0449901, SD0449401, SD0449501, SD0449601, SD0449801, SD0449301, SD0450001	NA	NA	NA	1861841	CheckM2 v1.0.1	MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module	Many fragments with little to no review of assembly other than reporting of standard assembly statistics	default binning parameters	GTDB-tk v2.3.0	host-associated	Megahit v1.2.9	NA	hafnia_paralvei
EHM064053	EHA03781_bin.724.fa	EHA03781	ABB0432	EHA03781	2.3.0	R214	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Hafnia	s__Hafnia paralvei	99.12	99.12	0.9	98.41	1.61	4544263	48.00%	50026	0.91	153	NA	NA	DMB0161	Podarcis pityusensis	Squamata	Reptilia	Escull Vermell	Spain	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0432/EHA03781_bin.724.fa.gz	NA	NA	FALSE	Species	Coassembly	Faecal	NA	NA	SD0437901, SD0104101, SD0438301, SD0100901, SD0223301, SD0105001, SD0438401, SD0222601, SD0224601, SD0438801, SD0105401, SD0104701, SD0438701, SD0100601, SD0100701, SD0104601, SD0105501, SD0105301, SD0101901, SD0104801, SD0103901, SD0105201, SD0437101, SD0437701, SD0224501, SD0437801, SD0222801, SD0437501, SD0438501, SD0437601, SD0223201, SD0102601, SD0223801, SD0223101, SD0222901, SD0438201, SD0438101, SD0437201, SD0105101, SD0223901, SD0224401, SD0100801, SD0223701	NA	NA	NA	1861841	CheckM2 v1.0.1	MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module	Many fragments with little to no review of assembly other than reporting of standard assembly statistics	default binning parameters	GTDB-tk v2.3.0	host-associated	Megahit v1.2.9	NA	hafnia_paralvei
