ID	mag_name	link_to_assembly	AB_batch	eha_number	GTDB_version	GTDB_release	domain	phylum	class	order	family	genus	species	fastani_ani	closest_placement_ani	closest_placement_af	completeness	contamination	size	GC	N50	coding_density	contigs	number_genes	number_unannotated_genes	DM_batch	host_species	host_order	host_class	locality	country	MAG_url	anno_url	kegg_url	annotated	taxonomy_level	assembly_type	sample_type	gbk_url	kegg_hits	Capture ID	percent_unannotated_genes	percent_unannotated_kegg	dereplicated	metagenomic source	completeness software	binning software	assembly quality	binning parameters	taxonomic identity marker	isolation_source	assembly software	Submission
EHM012780	EHA00407_bin.4.fa	EHA00407	ABB0112	EHA00407	2.3.0	R214	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter_C	s__Helicobacter_C marmotae	98.42	98.42	0.94	99.35	0.82	2062520	39.20%	64125	NA	60	NA	NA	DMB0009,DMB0026,DMB0031	Sciurus carolinensis	Rodentia	Mammalia	Scotland, Aberdeen	United Kingdom	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0112/EHA00407_bin.4.fa.gz	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM012780_anno.tsv.gz	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM012780_kegg.tsv.gz	TRUE	Species	Individual	Anal/cloacal swab	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM012780.gbk.gz	NA	SD0165701	NA	NA	NA	1861841	CheckM2 v1.0.1	MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module	Many fragments with little to no review of assembly other than reporting of standard assembly statistics	default binning parameters	GTDB-tk v2.3.0	host-associated	Megahit v1.2.9	NA
EHM012787	EHA00409_bin.10.fa	EHA00409	ABB0112	EHA00409	2.3.0	R214	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter_C	s__Helicobacter_C marmotae	98.43	98.43	0.93	99.35	0.82	2062009	39.20%	75993	NA	63	NA	NA	DMB0009,DMB0026,DMB0031	Sciurus carolinensis	Rodentia	Mammalia	Scotland, Aberdeen	United Kingdom	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0112/EHA00409_bin.10.fa.gz	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM012787_anno.tsv.gz	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM012787_kegg.tsv.gz	TRUE	Species	Individual	Anal/cloacal swab	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM012787.gbk.gz	NA	SD0166701	NA	NA	DMB0009,DMB0026	1861841	CheckM2 v1.0.1	MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module	Many fragments with little to no review of assembly other than reporting of standard assembly statistics	default binning parameters	GTDB-tk v2.3.0	host-associated	Megahit v1.2.9	NA
EHM012818	EHA00413_bin.15.fa	EHA00413	ABB0112	EHA00413	2.3.0	R214	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter_C	s__Helicobacter_C marmotae	98.31	98.31	0.95	99.35	0.82	2126862	39.10%	71797	NA	67	NA	NA	DMB0009,DMB0026,DMB0031	Sciurus carolinensis	Rodentia	Mammalia	Wales	United Kingdom	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0112/EHA00413_bin.15.fa.gz	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM012818_anno.tsv.gz	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM012818_kegg.tsv.gz	TRUE	Species	Individual	Anal/cloacal swab	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM012818.gbk.gz	NA	SD0214901	NA	NA	NA	1861841	CheckM2 v1.0.1	MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module	Many fragments with little to no review of assembly other than reporting of standard assembly statistics	default binning parameters	GTDB-tk v2.3.0	host-associated	Megahit v1.2.9	NA
EHM014736	EHA00376_bin.29.fa	EHA00376	ABB0117	EHA00376	2.3.0	R214	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter_C	s__Helicobacter_C marmotae	98.42	98.42	0.95	99.35	1.44	1949415	39.40%	29951	NA	129	NA	NA	DMB0009,DMB0026,DMB0031	Sciurus carolinensis	Rodentia	Mammalia	Piedmont, Piobesi	Italy	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0117/EHA00376_bin.29.fa.gz	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM014736_anno.tsv.gz	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM014736_kegg.tsv.gz	TRUE	Species	Individual	Faecal	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM014736.gbk.gz	NA	SD0034202	NA	NA	NA	1861841	CheckM2 v1.0.1	MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module	Many fragments with little to no review of assembly other than reporting of standard assembly statistics	default binning parameters	GTDB-tk v2.3.0	host-associated	Megahit v1.2.9	EHS012
EHM014866	EHA00382_bin.5.fa	EHA00382	ABB0117	EHA00382	2.3.0	R214	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter_C	s__Helicobacter_C marmotae	98.28	98.28	0.95	99.35	0.82	1969116	39.40%	64352	NA	57	NA	NA	DMB0009,DMB0026,DMB0031	Sciurus carolinensis	Rodentia	Mammalia	Durham, NC	United States	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0117/EHA00382_bin.5.fa.gz	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM014866_anno.tsv.gz	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM014866_kegg.tsv.gz	TRUE	Species	Individual	Anal/cloacal swab	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM014866.gbk.gz	NA	SD0068301	NA	NA	NA	1861841	CheckM2 v1.0.1	MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module	Many fragments with little to no review of assembly other than reporting of standard assembly statistics	default binning parameters	GTDB-tk v2.3.0	host-associated	Megahit v1.2.9	NA
EHM014985	EHA00387_bin.22.fa	EHA00387	ABB0117	EHA00387	2.3.0	R214	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter_C	s__Helicobacter_C marmotae	98.44	98.44	0.94	99.35	0.82	2046315	39.30%	67062	NA	78	NA	NA	DMB0009,DMB0026,DMB0031	Sciurus carolinensis	Rodentia	Mammalia	Piedmont, ILO	Italy	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0117/EHA00387_bin.22.fa.gz	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM014985_anno.tsv.gz	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM014985_kegg.tsv.gz	TRUE	Species	Individual	Faecal	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM014985.gbk.gz	NA	SD0039802	NA	NA	NA	1861841	CheckM2 v1.0.1	MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module	Many fragments with little to no review of assembly other than reporting of standard assembly statistics	default binning parameters	GTDB-tk v2.3.0	host-associated	Megahit v1.2.9	EHS012
EHM015364	EHA00427_bin.4.fa	EHA00427	ABB0118	EHA00427	2.3.0	R214	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter_C	s__Helicobacter_C marmotae	98.47	98.47	0.94	99.15	0.86	1957440	39.40%	21720	NA	129	NA	NA	DMB0006,DMB0025,DMB0031	Sciurus vulgaris	Rodentia	Mammalia	Lombardy, Golasecca	Italy	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0118/EHA00427_bin.4.fa.gz	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM015364_anno.tsv.gz	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM015364_kegg.tsv.gz	TRUE	Species	Individual	Faecal	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM015364.gbk.gz	NA	SD0170402	NA	NA	NA	1861841	CheckM2 v1.0.1	MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module	Many fragments with little to no review of assembly other than reporting of standard assembly statistics	default binning parameters	GTDB-tk v2.3.0	host-associated	Megahit v1.2.9	EHS012
EHM021133	EHA00838_bin.194.fa	EHA00838	ABB0154	EHA00838	2.3.0	R214	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter_C	s__Helicobacter_C marmotae	98.44	98.44	0.94	99.35	0.82	2013291	39.40%	54540	NA	75	NA	NA	DMB0009,DMB0026,DMB0031	Sciurus carolinensis	Rodentia	Mammalia	Piedmont, ILO	Italy	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0154/EHA00838_bin.194.fa.gz	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM021133_anno.tsv.gz	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM021133_kegg.tsv.gz	TRUE	Species	Coassembly	Faecal	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM021133.gbk.gz	NA	SD0039402, SD0042602, SD0175901, SD0039802, SD0176401, SD0031703, SD0178601, SD0029602, SD0178701, SD0031002	NA	NA	NA	1861841	CheckM2 v1.0.1	MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module	Many fragments with little to no review of assembly other than reporting of standard assembly statistics	default binning parameters	GTDB-tk v2.3.0	host-associated	Megahit v1.2.9	NA
EHM021344	EHA00810_bin.23.fa	EHA00810	ABB0150	EHA00810	2.3.0	R214	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter_C	s__Helicobacter_C marmotae	98.44	98.44	0.94	99.35	0.82	2015902	39.40%	54845	NA	72	NA	NA	DMB0009,DMB0026,DMB0031	Sciurus carolinensis	Rodentia	Mammalia	Calgary	Canada	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0150/EHA00810_bin.23.fa.gz	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM021344_anno.tsv.gz	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM021344_kegg.tsv.gz	TRUE	Species	Coassembly	Anal/cloacal swab	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM021344.gbk.gz	NA	SD0186301, SD0187201, SD0186701, SD0186601, SD0187001, SD0187201, SD0186601, SD0186301, SD0187001	NA	NA	NA	1861841	CheckM2 v1.0.1	MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module	Many fragments with little to no review of assembly other than reporting of standard assembly statistics	default binning parameters	GTDB-tk v2.3.0	host-associated	Megahit v1.2.9	NA
EHM021714	EHA00821_bin.75.fa	EHA00821	ABB0151	EHA00821	2.3.0	R214	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter_C	s__Helicobacter_C marmotae	98.34	98.34	0.94	99.35	0.82	1974249	39.40%	73131	NA	52	NA	NA	DMB0009,DMB0026,DMB0031	Sciurus carolinensis	Rodentia	Mammalia	Durham, NC	United States	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0151/EHA00821_bin.75.fa.gz	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM021714_anno.tsv.gz	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM021714_kegg.tsv.gz	TRUE	Species	Coassembly	Faecal	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM021714.gbk.gz	NA	SD0068001, SD0068301, SD0068601	NA	NA	DMB0009,DMB0026	1861841	CheckM2 v1.0.1	MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module	Many fragments with little to no review of assembly other than reporting of standard assembly statistics	default binning parameters	GTDB-tk v2.3.0	host-associated	Megahit v1.2.9	NA
EHM021772	EHA00867_bin.17.fa	EHA00867	ABB0157	EHA00867	2.3.0	R214	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter_C	s__Helicobacter_C marmotae	98.48	98.48	0.97	99.35	1.18	1890673	39.50%	44453	NA	68	NA	NA	DMB0009,DMB0026,DMB0031	Sciurus carolinensis	Rodentia	Mammalia	Piedmont, RS	Italy	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0157/EHA00867_bin.17.fa.gz	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM021772_anno.tsv.gz	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM021772_kegg.tsv.gz	TRUE	Species	Coassembly	Faecal	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM021772.gbk.gz	NA	SD0036601, SD0035601	NA	NA	NA	1861841	CheckM2 v1.0.1	MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module	Many fragments with little to no review of assembly other than reporting of standard assembly statistics	default binning parameters	GTDB-tk v2.3.0	host-associated	Megahit v1.2.9	NA
EHM021886	EHA00951_bin.14.fa	EHA00951	ABB0168	EHA00951	2.3.0	R214	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter_C	s__Helicobacter_C marmotae	98.47	98.47	0.96	99.17	0.82	1930010	39.50%	74350	NA	60	NA	NA	DMB0006,DMB0025,DMB0031	Sciurus vulgaris	Rodentia	Mammalia	Ovar	Portugal	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0168/EHA00951_bin.14.fa.gz	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM021886_anno.tsv.gz	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM021886_kegg.tsv.gz	TRUE	Species	Coassembly	Faecal	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM021886.gbk.gz	NA	SD0188801, SD0188901, SD0188601	NA	NA	NA	1861841	CheckM2 v1.0.1	MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module	Many fragments with little to no review of assembly other than reporting of standard assembly statistics	default binning parameters	GTDB-tk v2.3.0	host-associated	Megahit v1.2.9	NA
