accession	ambiguous_bases	checkm2_completeness	checkm2_contamination	checkm2_model	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	gtdb_taxonomy	gtdb_type_designation_ncbi_taxa	gtdb_type_designation_ncbi_taxa_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count	original_gcf	search_accession
GB_GCA_948514765.1	0	97.65	1.27	Specific	95.47	0.19	472	o__Lactobacillales (UID543)	265	0.0	1903375	85.91342553703367	108	772772	34.888110659995185	2215457	RS_GCF_029023865.1	f	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	not type material	none	f	14	14	146405	146405	none	0	none	none	41873	1	103	CAORAJ010000016.1	none	none	none	none	none	none	20509	21302	f	f	t	53955	54475	Scaffold	MGBC117572	na	PRJEB59335	SAMEA112391140	108	53955	none	2023-03-26	GCA_948514765.1	derived from metagenome	full	MGBC117572	Faeces	none	0	none	Lactococcus lactis	none	na	none	104	14	54475	23092	11772	2023/03/26	4	1358	none	MGBC117572	UNIVERSITY OF CAMBRIDGE	1358	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	456	2215457	none	none	na	2215001	0	CAORAJ000000000.1	2281	104	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	456	18	47	0		GCA_948514765.1
GB_GCA_905210045.1	0	100.0	0.43	Specific	100.0	0.66	472	o__Lactobacillales (UID543)	265	0.0	2387266	86.826627599644	81	955436	34.74991298300795	2749463	RS_GCF_029023865.1	f	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	not type material	none	f	8	8	232646	232646	none	0	none	none	2453	2	106	CAJLVF010000068.1	none	none	none	none	none	none	33943	33943	f	f	t	124962	124962	Contig	ERR260195-mag-bin.11	na	PRJEB37358	SAMEA7847198	81	124962	none	2021-02-04	GCA_905210045.1	derived from metagenome	full	ERR260195-bin.11	human gut	none	0	none	Lactococcus lactis	none	na	none	none	none	none	none	none	2021/02/04	0	1358	none	ERR260195-bin.11	EMG	1358	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	0	2749463	none	none	na	2749463	0	CAJLVF000000000.1	2785	81	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	16	42	0		GCA_905210045.1
GB_GCA_948777995.1	0	99.97	0.14	Specific	99.62	0.19	472	o__Lactobacillales (UID543)	265	0.0	2062872	86.14575111812681	149	834620	34.87846321133268	2394630	RS_GCF_029023865.1	f	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	not type material	none	f	15	12	147771	147771	none	0	none	none	76023	1	103	CAQDZE010000010.1	none	none	none	none	none	none	16059	21769	f	f	t	44558	63976	Scaffold	MGBC116959	na	PRJEB59335	SAMEA112390541	149	44558	none	2023-03-30	GCA_948777995.1	derived from metagenome	full	MGBC116959	Faeces	none	0	none	Lactococcus lactis	none	na	none	110	12	63976	30247	13281	2023/03/30	39	1358	none	MGBC116959	UNIVERSITY OF CAMBRIDGE	1358	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	1692	2394630	none	none	na	2392938	0	CAQDZE000000000.1	2439	110	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	1692	16	41	0		GCA_948777995.1
GB_GCA_947063445.1	0	93.64	0.83	Specific	92.99	1.7	472	o__Lactobacillales (UID543)	265	77.78	1891210	86.9947413355315	201	772791	35.548010613007925	2173936	RS_GCF_001591705.1	f	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus cremoris	not type material	none	f	38	38	54225	54225	none	0	none	none	6916	1	103	CAMSSN010000095.1	none	none	none	none	none	none	10815	10815	f	f	t	17026	17026	Contig	SRR12358629_bin.41_metawrap_v1.3_MAG	na	PRJEB55919	SAMEA111465618	201	17026	none	2022-10-15	GCA_947063445.1	derived from metagenome	full	SRR12358629_bin.41_metawrap_v1.3_MAG	mouse gut metagenome	none	0	none	Lactococcus lactis	none	na	none	none	none	none	none	none	2022/10/15	0	1358	none	SRR12358629_bin.41_metawrap_v1.3_MAG	EMG	1358	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	0	2173936	none	none	na	2173936	0	CAMSSN000000000.1	2302	201	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	12	30	0		GCA_947063445.1
GB_GCA_018381915.1	0	100.0	0.2	Specific	100.0	0.0	471	o__Lactobacillales (UID543)	264	0.0	2159991	87.1403328290469	52	866852	34.97133635905194	2478750	RS_GCF_029023865.1	f	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	not type material	none	f	8	8	219575	219575	none	0	none	none	219575	2	103	JAGZQZ010000001.1	none	none	none	none	none	none	47668	47668	f	f	t	124243	124243	Contig	ASM1838191v1	na	PRJNA698986	SAMN17801088	52	124243	USA: Pittsburgh; Magee-Womens Hospital of UPMC	2021-05-17	GCA_018381915.1	derived from metagenome	full	L2_023_000G1_dasL2_023_000G1_concoct_62	infant feces	40.4308 N 79.9598 W	0	1	Lactococcus lactis	none	na	2	none	none	none	none	none	2021/05/17	0	1358	0	L2_023_000G1_dasL2_023_000G1_concoct_62	University of California, Berkeley	1358	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	0	2478750	11	46	na	2478750	0	JAGZQZ000000000.1	2441	52	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	17	47	0		GCA_018381915.1
GB_GCA_948741555.1	0	100.0	1.12	Specific	100.0	0.31	472	o__Lactobacillales (UID543)	265	0.0	2130930	86.39107373726439	104	862481	34.969354007535706	2466609	RS_GCF_029023865.1	f	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	not type material	none	f	12	11	157712	157712	37213	1	233	CAPYOT010000023.1	37213	1	100	CAPYOT010000023.1	233	431	1.85e-119	100	CP033607.2218491.2221395	Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus lactis	23715	26522	f	f	t	63019	74933	Scaffold	MGBC102318	na	PRJEB59335	SAMEA112376285	104	63019	none	2023-03-30	GCA_948741555.1	derived from metagenome	full	MGBC102318	Faeces	none	0	none	Lactococcus lactis	none	na	none	93	11	74933	32831	14026	2023/03/30	11	1358	none	MGBC102318	UNIVERSITY OF CAMBRIDGE	1358	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	218	2466609	none	none	na	2466391	0	CAPYOT000000000.1	2500	93	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	218	13	31	0		GCA_948741555.1
GB_GCA_949462505.1	0	90.98	2.96	Specific	92.28	1.79	472	o__Lactobacillales (UID543)	265	10.0	1830864	87.42930164060306	311	734732	35.085678484586275	2094108	RS_GCF_029023865.1	f	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	type strain of species	LPSN	t	50	50	67663	67663	none	0	none	none	none	0	none	none	none	none	none	none	none	none	6733	6733	f	f	t	11083	11083	Contig	extra-ERR2059941.20_1677761479	na	PRJEB32890	SAMEA112718592	311	11083	none	2023-03-25	GCA_949462505.1	derived from metagenome	full	extra-ERR2059941.20_1677761479	mouse gut metagenome	none	0	none	Lactococcus lactis subsp. lactis JCM 5805 = NBRC 100933	none	na	none	none	none	none	none	none	2023/03/25	0	1358	none	extra-ERR2059941.20_1677761479	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	1236944	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis;sb__Lactococcus lactis subsp. lactis;x__Lactococcus lactis subsp. lactis JCM 5805 = NBRC 100933	0	2094108	none	none	na	2094108	0	CASVHW000000000.1	2346	311	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	14	27	0		GCA_949462505.1
GB_GCA_949428005.1	0	91.52	0.33	Specific	94.75	0.82	472	o__Lactobacillales (UID543)	265	0.0	1792003	87.99278578211805	167	717220	35.217678663847494	2036534	RS_GCF_029023865.1	f	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	type strain of species	LPSN	t	24	24	96259	96259	none	0	none	none	27768	1	103	CASQFF010000019.1	none	none	none	none	none	none	12194	12194	f	f	t	20749	20749	Contig	extra-ERR2059950.31_1677762699	na	PRJEB32890	SAMEA112718961	167	20749	none	2023-03-24	GCA_949428005.1	derived from metagenome	full	extra-ERR2059950.31_1677762699	mouse gut metagenome	none	0	none	Lactococcus lactis subsp. lactis JCM 5805 = NBRC 100933	none	na	none	none	none	none	none	none	2023/03/24	0	1358	none	extra-ERR2059950.31_1677762699	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	1236944	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis;sb__Lactococcus lactis subsp. lactis;x__Lactococcus lactis subsp. lactis JCM 5805 = NBRC 100933	0	2036534	none	none	na	2036534	0	CASQFF000000000.1	2139	167	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	16	37	0		GCA_949428005.1
GB_GCA_948655095.1	0	99.99	1.54	Specific	99.62	1.32	472	o__Lactobacillales (UID543)	265	50.0	2074669	86.52331393372717	88	851882	35.537802733702804	2397815	RS_GCF_001591705.1	f	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus cremoris	not type material	none	f	14	12	157328	182909	none	0	none	none	10563	1	103	CAPLUG010000056.1	none	none	none	none	none	none	27239	29602	f	f	t	50218	56141	Scaffold	MGBC116674	na	PRJEB59335	SAMEA112390266	88	50218	none	2023-03-30	GCA_948655095.1	derived from metagenome	full	MGBC116674	Faeces	none	0	none	Lactococcus lactis	none	na	none	81	12	56141	22975	16428	2023/03/30	7	1358	none	MGBC116674	UNIVERSITY OF CAMBRIDGE	1358	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	700	2397815	none	none	na	2397115	0	CAPLUG000000000.1	2443	81	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	700	16	36	0		GCA_948655095.1
GB_GCA_948496745.1	0	99.96	0.18	Specific	99.01	0.75	472	o__Lactobacillales (UID543)	265	0.0	1931191	86.72899219291722	91	778968	34.991444936520935	2226696	RS_GCF_029023865.1	f	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	not type material	none	f	11	11	182620	182620	none	0	none	none	57458	1	103	CAOOIZ010000011.1	none	none	none	none	none	none	24463	28186	f	f	t	57458	57458	Scaffold	MGBC117633	na	PRJEB59335	SAMEA112391199	91	57458	none	2023-03-26	GCA_948496745.1	derived from metagenome	full	MGBC117633	Faeces	none	0	none	Lactococcus lactis	none	na	none	79	11	57458	29017	15670	2023/03/26	12	1358	none	MGBC117633	UNIVERSITY OF CAMBRIDGE	1358	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	529	2226696	none	none	na	2226167	0	CAOOIZ000000000.1	2262	79	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	529	16	40	0		GCA_948496745.1
GB_GCA_948850205.1	0	92.83	1.47	Specific	93.11	0.94	472	o__Lactobacillales (UID543)	265	66.67	1819878	86.6951636576188	103	735240	35.02528857848034	2099169	RS_GCF_029023865.1	f	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	not type material	none	f	18	18	118168	118168	none	0	none	none	28494	2	103	CAQOQV010000004.1	none	none	none	none	none	none	20380	20380	f	f	t	35421	35421	Contig	MGBC117014	na	PRJEB59335	SAMEA112390593	103	35421	none	2023-03-25	GCA_948850205.1	derived from metagenome	full	MGBC117014	Faeces	none	0	none	Lactococcus lactis	none	na	none	none	none	none	none	none	2023/03/25	0	1358	none	MGBC117014	UNIVERSITY OF CAMBRIDGE	1358	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	0	2099169	none	none	na	2099169	0	CAQOQV000000000.1	2148	103	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	17	47	0		GCA_948850205.1
GB_GCA_949470665.1	0	96.43	1.49	Specific	96.6	0.68	472	o__Lactobacillales (UID543)	265	20.0	1811618	87.89564412418412	170	725916	35.21981698131241	2061101	RS_GCF_029023865.1	f	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	type strain of species	LPSN	t	27	27	90804	90804	none	0	none	none	none	0	none	none	none	none	none	none	none	none	12124	12124	f	f	t	22908	22908	Contig	extra-ERR2059938.18_1677761433	na	PRJEB32890	SAMEA112718479	170	22908	none	2023-03-25	GCA_949470665.1	derived from metagenome	full	extra-ERR2059938.18_1677761433	mouse gut metagenome	none	0	none	Lactococcus lactis subsp. lactis JCM 5805 = NBRC 100933	none	na	none	none	none	none	none	none	2023/03/25	0	1358	none	extra-ERR2059938.18_1677761433	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	1236944	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis;sb__Lactococcus lactis subsp. lactis;x__Lactococcus lactis subsp. lactis JCM 5805 = NBRC 100933	0	2061101	none	none	na	2061101	0	CASWNY000000000.1	2149	170	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	10	22	0		GCA_949470665.1
GB_GCA_948544615.1	0	99.99	0.8	Specific	99.25	1.13	472	o__Lactobacillales (UID543)	265	25.0	1985593	87.01947602310477	97	798419	35.00604830842471	2281780	RS_GCF_029023865.1	f	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	not type material	none	f	12	10	179407	183595	none	0	none	none	85879	1	103	CAOVLC010000008.1	none	none	none	none	none	none	23513	31691	f	f	t	56308	75443	Scaffold	MGBC117619	na	PRJEB59335	SAMEA112391186	97	56308	none	2023-03-28	GCA_948544615.1	derived from metagenome	full	MGBC117619	Faeces	none	0	none	Lactococcus lactis	none	na	none	72	10	75443	30248	15670	2023/03/28	25	1358	none	MGBC117619	UNIVERSITY OF CAMBRIDGE	1358	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	977	2281780	none	none	na	2280803	0	CAOVLC000000000.1	2298	72	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	977	16	42	0		GCA_948544615.1
GB_GCA_948644855.1	0	99.96	0.51	Specific	97.17	0.13	472	o__Lactobacillales (UID543)	265	0.0	1996910	86.77523982680673	201	805448	35.04257588915129	2301244	RS_GCF_029023865.1	f	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	not type material	none	f	25	17	105725	198079	none	0	none	none	97854	1	103	CAPKGS010000002.1	none	none	none	none	none	none	11435	21506	f	f	t	23124	34488	Scaffold	MGBC117736	na	PRJEB59335	SAMEA112391301	201	23124	none	2023-03-29	GCA_948644855.1	derived from metagenome	full	MGBC117736	Faeces	none	0	none	Lactococcus lactis	none	na	none	107	17	34488	19161	10844	2023/03/29	94	1358	none	MGBC117736	UNIVERSITY OF CAMBRIDGE	1358	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	2760	2301244	none	none	na	2298484	0	CAPKGS000000000.1	2337	107	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	2760	16	29	0		GCA_948644855.1
GB_GCA_949460315.1	0	98.93	0.24	Specific	96.23	0.7	472	o__Lactobacillales (UID543)	265	0.0	1824434	87.83825813490172	169	730879	35.18852327208265	2077038	RS_GCF_029023865.1	f	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	type strain of species	LPSN	t	26	26	135086	135086	none	0	none	none	23002	1	103	CASUZI010000023.1	none	none	none	none	none	none	12290	12290	f	f	t	21320	21320	Contig	extra-ERR2059929.10_1677761287	na	PRJEB32890	SAMEA112718117	169	21320	none	2023-03-25	GCA_949460315.1	derived from metagenome	full	extra-ERR2059929.10_1677761287	mouse gut metagenome	none	0	none	Lactococcus lactis subsp. lactis JCM 5805 = NBRC 100933	none	na	none	none	none	none	none	none	2023/03/25	0	1358	none	extra-ERR2059929.10_1677761287	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	1236944	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis;sb__Lactococcus lactis subsp. lactis;x__Lactococcus lactis subsp. lactis JCM 5805 = NBRC 100933	0	2077038	none	none	na	2077038	0	CASUZI000000000.1	2170	169	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	18	34	0		GCA_949460315.1
GB_GCA_948672875.1	0	91.59	1.3	Specific	95.72	0.0	472	o__Lactobacillales (UID543)	265	0.0	1795138	86.52347449633473	233	729685	35.239230371364506	2074741	RS_GCF_029023865.1	f	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	not type material	none	f	30	17	110870	133712	none	0	none	none	53141	1	103	CAPOKC010000009.1	none	none	none	none	none	none	8886	18861	f	f	t	18531	35014	Scaffold	MGBC117776	na	PRJEB59335	SAMEA112391340	233	18531	none	2023-03-25	GCA_948672875.1	derived from metagenome	full	MGBC117776	Faeces	none	0	none	Lactococcus lactis	none	na	none	110	17	35014	17980	8720	2023/03/25	123	1358	none	MGBC117776	UNIVERSITY OF CAMBRIDGE	1358	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	4080	2074741	none	none	na	2070661	0	CAPOKC000000000.1	2133	110	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	4080	14	27	0		GCA_948672875.1
GB_GCA_948698275.1	0	100.0	0.2	Specific	100.0	0.75	472	o__Lactobacillales (UID543)	265	0.0	2292202	85.99364933589641	176	952847	35.75494064027006	2665548	RS_GCF_001591705.1	f	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus cremoris	not type material	none	f	18	16	125372	182909	1378	3	1370	CAPSEI010000141.1	47046	1	103	CAPSEI010000016.1	1374	2034	0	93.45	CXRW01001441.2495.5334	Bacteria;Bacillota;Clostridia;Oscillospirales;Oscillospiraceae;Flavonifractor;human gut metagenome	15141	15772	f	f	t	42532	47046	Scaffold	MGBC116708	na	PRJEB59335	SAMEA112390298	176	42532	none	2023-04-15	GCA_948698275.1	derived from metagenome	full	MGBC116708	Faeces	none	0	none	Lactococcus lactis	none	na	none	169	16	47046	21006	7429	2023/04/15	7	1358	none	MGBC116708	UNIVERSITY OF CAMBRIDGE	1358	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	610	2665548	none	none	na	2664938	0	CAPSEI000000000.1	2733	169	1630	1	none	none	none	none	none	none	257	CAPSEI010000131.1	257	475	1.06e-132	100	CP011391.54999.56522	Bacteria;Bacillota;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Faecalibaculum;Faecalibaculum rodentium	610	16	43	0		GCA_948698275.1
GB_GCA_947101685.1	0	100.0	0.32	Specific	99.62	0.38	472	o__Lactobacillales (UID543)	265	0.0	2054212	86.69390166701835	72	840773	35.48313990293311	2369500	RS_GCF_001591705.1	f	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus cremoris	not type material	none	f	10	10	255086	255086	none	0	none	none	36825	1	103	CAMUTJ010000019.1	none	none	none	none	none	none	32909	32909	f	f	t	73792	73792	Contig	SRR13827519_bin.11_metawrap_v1.3_MAG	na	PRJEB56244	SAMEA111497091	72	73792	none	2022-10-28	GCA_947101685.1	derived from metagenome	full	SRR13827519_bin.11_metawrap_v1.3_MAG	mouse gut metagenome	none	0	none	Lactococcus lactis	none	na	none	none	none	none	none	none	2022/10/28	0	1358	none	SRR13827519_bin.11_metawrap_v1.3_MAG	EMG	1358	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	0	2369500	none	none	na	2369500	0	CAMUTJ000000000.1	2403	72	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	16	42	0		GCA_947101685.1
