ID	mag_name	link_to_assembly	AB_batch	eha_number	GTDB_version	GTDB_release	domain	phylum	class	order	family	genus	species	fastani_ani	closest_placement_ani	closest_placement_af	completeness	contamination	size	GC	N50	coding_density	contigs	number_genes	number_unannotated_genes	DM_batch	host_species	host_order	host_class	locality	country	MAG_url	anno_url	kegg_url	annotated	taxonomy_level	assembly_type	sample_type	gbk_url	kegg_hits	Capture ID	percent_unannotated_genes	percent_unannotated_kegg	dereplicated	metagenomic source	completeness software	binning software	assembly quality	binning parameters	taxonomic identity marker	isolation_source	assembly software	Submission
EHM043089	EHA02940_bin.2.fa	EHA02940	ABB0356	EHA02940	2.3.0	R214	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecalis	98.81	98.81	0.92	99.88	1.71	2651979	38.00%	151770	0.89	23	NA	NA	DMB0093,DMB0144	Rhinolophus euryale	Chiroptera	Mammalia	Catalonia, Cova Pasteral	Spain	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0356/EHA02940_bin.2.fa.gz	NA	NA	FALSE	Species	Coassembly	Faecal	NA	NA	SD0004901, SD0005401, SD0005201	NA	NA	NA	1861841	CheckM2 v1.0.1	MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module	Many fragments with little to no review of assembly other than reporting of standard assembly statistics	default binning parameters	GTDB-tk v2.3.0	host-associated	Megahit v1.2.9	NA
EHM047467	EHA03256_bin.11.fa	EHA03256	ABB0387	EHA03256	2.3.0	R214	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecalis	98.68	98.68	0.93	99.99	1.16	2613082	38.00%	38479	0.89	116	2552	381	DMB0120	Myotis myotis	Chiroptera	Mammalia	Ruse	Bulgaria	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0387/EHA03256_bin.11.fa.gz	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM047467_anno.tsv.gz	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM047467_kegg.tsv.gz	TRUE	Species	Individual	Faecal	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM047467.gbk.gz	1451	SD0388301	14.9	43.1	DMB0120	1861841	CheckM2 v1.0.1	MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module	Many fragments with little to no review of assembly other than reporting of standard assembly statistics	default binning parameters	GTDB-tk v2.3.0	host-associated	Megahit v1.2.9	NA
EHM052664	EHA03257_bin.60.fa	EHA03257	ABB0388	EHA03257	2.3.0	R214	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecalis	98.73	98.73	0.86	99.32	0.42	3061413	37.00%	31749	0.88	210	NA	NA	DMB0120	Myotis myotis	Chiroptera	Mammalia	Ruse	Bulgaria	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0388/EHA03257_bin.60.fa.gz	NA	NA	FALSE	Species	Coassembly	Faecal	NA	NA	SD0387001, SD0390401, SD0387101, SD0388101, SD0387201, SD0388201, SD0386301, SD0390301, SD0386401, SD0386701, SD0386801, SD0386201, SD0386501, SD0387401, SD0387901, SD0386601, SD0387801, SD0386901, SD0387501, SD0387301, SD0388001, SD0387701, SD0387601, SD0388301	NA	NA	NA	1861841	CheckM2 v1.0.1	MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module	Many fragments with little to no review of assembly other than reporting of standard assembly statistics	default binning parameters	GTDB-tk v2.3.0	host-associated	Megahit v1.2.9	NA
EHM053903	EHA03599_bin.26.fa	EHA03599	ABB0424	EHA03599	2.3.0	R214	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecalis	98.67	98.67	0.92	99.99	0.31	2718045	38.00%	65686	0.82	74	NA	NA	DMB0161	Podarcis pityusensis	Squamata	Reptilia	Es Vedra	Spain	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0424/EHA03599_bin.26.fa.gz	NA	NA	FALSE	Species	Individual	Faecal	NA	NA	SD0438401	NA	NA	NA	1861841	CheckM2 v1.0.1	MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module	Many fragments with little to no review of assembly other than reporting of standard assembly statistics	default binning parameters	GTDB-tk v2.3.0	host-associated	Megahit v1.2.9	EHS015
EHM054300	EHA03641_bin.7.fa	EHA03641	ABB0428	EHA03641	2.3.0	R214	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecalis	98.87	98.87	0.92	98.03	0.33	2587415	38.00%	29769	0.89	129	NA	NA	NA	Dasyurus geoffroii	Dasyuromorphia	Mammalia	Ikara-Flinders Ranges National Park	Australia	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0428/EHA03641_bin.7.fa.gz	NA	NA	FALSE	Species	Coassembly	Faecal	NA	NA	SD0280901, SD0281701, SD0281001, SD0281301, SD0281901, SD0281401, SD0282301, SD0281601, SD0282101, SD0282001	NA	NA	NA	1861841	CheckM2 v1.0.1	MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module	Many fragments with little to no review of assembly other than reporting of standard assembly statistics	default binning parameters	GTDB-tk v2.3.0	host-associated	Megahit v1.2.9	NA
EHM055959	EHA03962_bin.1.fa	EHA03962	ABB0450	EHA03962	2.3.0	R214	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecalis	98.68	98.68	0.89	99.99	0.1	2912717	37.00%	95992	0.88	60	2845	515	DMB0150,DMB0180	Myotis bechsteinii	Chiroptera	Mammalia	England	United Kingdom	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0450/EHA03962_bin.1.fa.gz	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM055959_anno.tsv.gz	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM055959_kegg.tsv.gz	TRUE	Species	Individual	Faecal	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM055959.gbk.gz	1534	SD0276401	18.1	46.1	DMB0150,DMB0180	1861841	CheckM2 v1.0.1	MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module	Many fragments with little to no review of assembly other than reporting of standard assembly statistics	default binning parameters	GTDB-tk v2.3.0	host-associated	Megahit v1.2.9	NA
EHM056699	EHA04125_bin.12.fa	EHA04125	ABB0463	EHA04125	2.3.0	R214	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecalis	98.77	98.77	0.93	99.42	1.08	2588880	38.00%	26524	0.89	166	NA	NA	DMB0148,DMB0152	Hipposideros ruber	Chiroptera	Mammalia	Rio Muni	Equatorial Guinea	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0463/EHA04125_bin.12.fa.gz	NA	NA	FALSE	Species	Coassembly	Faecal	NA	NA	SD0201601, SD0201401, SD0202901, SD0202201, SD0201701, SD0202401, SD0202501	NA	NA	NA	1861841	CheckM2 v1.0.1	MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module	Many fragments with little to no review of assembly other than reporting of standard assembly statistics	default binning parameters	GTDB-tk v2.3.0	host-associated	Megahit v1.2.9	NA
EHM057288	EHA04072_bin.4.fa	EHA04072	ABB0458	EHA04072	2.3.0	R214	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecalis	98.78	98.78	0.9	99.79	1.53	2806131	37.00%	106837	0.78	45	NA	NA	DMB0145	Rhinolophus hipposideros	Chiroptera	Mammalia	Catalonia, Cova de Rialb	Spain	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0458/EHA04072_bin.4.fa.gz	NA	NA	FALSE	Species	Coassembly	Faecal	NA	NA	SD0000701, SD0002001, SD0001701, SD0001601, SD0003201, SD0003101, SD0221001, SD0000501, SD0001901, SD0221801	NA	NA	NA	1861841	CheckM2 v1.0.1	MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module	Many fragments with little to no review of assembly other than reporting of standard assembly statistics	default binning parameters	GTDB-tk v2.3.0	host-associated	Megahit v1.2.9	NA
EHM057799	EHA04140_bin.42.fa	EHA04140	ABB0465	EHA04140	2.3.0	R214	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecalis	98.85	98.85	0.93	99.95	0.7	2664120	38.00%	72459	0.89	67	NA	NA	DMB0150,DMB0180	Myotis bechsteinii	Chiroptera	Mammalia	Catalonia, Avenc Montserrat Ubach	Spain	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0465/EHA04140_bin.42.fa.gz	NA	NA	FALSE	Species	Coassembly	Faecal	NA	NA	SD0002701, SD0278501, SD0273201, SD0279501, SD0273601, SD0278601, SD0279901, SD0274101, SD0274401, SD0279001, SD0274001, SD0277901, SD0278201, SD0273701, SD0273401, SD0276701, SD0276401, SD0276801, SD0276901, SD0277801, SD0277201, SD0277001, SD0277401	NA	NA	NA	1861841	CheckM2 v1.0.1	MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module	Many fragments with little to no review of assembly other than reporting of standard assembly statistics	default binning parameters	GTDB-tk v2.3.0	host-associated	Megahit v1.2.9	NA
EHM063900	EHA03781_bin.582.fa	EHA03781	ABB0432	EHA03781	2.3.0	R214	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecalis	98.88	98.88	0.92	99.98	0.08	2704820	38.00%	73995	0.91	72	2579	338	DMB0161,DMB0162,DMB0187	Podarcis pityusensis	Squamata	Reptilia	Escull Vermell	Spain	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0432/EHA03781_bin.582.fa.gz	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM063900_anno.tsv.gz	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM063900_kegg.tsv.gz	TRUE	Species	Coassembly	Faecal	https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM063900.gbk.gz	1509	SD0437901, SD0104101, SD0438301, SD0100901, SD0223301, SD0105001, SD0438401, SD0222601, SD0224601, SD0438801, SD0105401, SD0104701, SD0438701, SD0100601, SD0100701, SD0104601, SD0105501, SD0105301, SD0101901, SD0104801, SD0103901, SD0105201, SD0437101, SD0437701, SD0224501, SD0437801, SD0222801, SD0437501, SD0438501, SD0437601, SD0223201, SD0102601, SD0223801, SD0223101, SD0222901, SD0438201, SD0438101, SD0437201, SD0105101, SD0223901, SD0224401, SD0100801, SD0223701	13.1	41.5	DMB0161,DMB0162	1861841	CheckM2 v1.0.1	MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module	Many fragments with little to no review of assembly other than reporting of standard assembly statistics	default binning parameters	GTDB-tk v2.3.0	host-associated	Megahit v1.2.9	NA
EHM079004	EHA05266_bin.55.fa	EHA05266	ABB0611	EHA05266	2.3.0	NA	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus faecalis	98.69	98.69	0.91	99.46	0.62	1748173	36.00%	86450	0.89	35	NA	NA	DMB0180	Myotis bechsteinii	Chiroptera	Mammalia	Catalonia, Avenc Montserrat Ubach	Spain	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0611/EHA05266_bin.55.fa.gz	NA	NA	FALSE	Species	Coassembly	Faecal	NA	NA	SD0002701, SD0278501, SD0273201, SD0279501, SD0273601, SD0278601, SD0279901, SD0274101, SD0274401, SD0279001, SD0274001, SD0277901, SD0278201, SD0273701, SD0273401, SD0276701, SD0276401, SD0276801, SD0276901, SD0277801, SD0277201, SD0277001, SD0277401, SD0523301, SD0523201, SD0520901, SD0521601, SD0522501, SD0521101, SD0522701, SD0521301, SD0522101, SD0522801, SD0522901, SD0522601, SD0522301, SD0522201	NA	NA	NA	1861841	CheckM2 v1.0.1	MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module	Many fragments with little to no review of assembly other than reporting of standard assembly statistics	default binning parameters	GTDB-tk v2.3.0	host-associated	Megahit v1.2.9	NA
